Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,modified,exact_match,close_match,related_match,examples,description_encoded,deprecated_trait_name,identifier,inScheme
https://w3id.org/APD/traits/trait_0020815,modified_NDVI,Modified normalized difference vegetation index (modified NDVI),"A remote sensing index of whole plant vegetation status, which is a ratio that considers the relative reflectance of red light versus short-wave infrared radiation (SWIR) off the plant canopy, where a higher value indicates greater vegetation health. The formula is: (SWIR - Red) / (SWIR + Red).",Modified NDVI is generally measured from Landsat data.,continuous variable [STATO_0000251],0.1,1,{dimensionless},NA,environmental tolerance trait [trait_group_0030704],whole plant [PO_0000003]; leaf [PO_0025034],ratio; proportion [PATO_0001470]; dimensionless ratio [STATO_0000300]; index [NCIT_C25390]; reflectance [EnvThes:21580],remote sensing [EnvThes:21762]; canopy [ENVO_01001242]; vegetation reflectance [EnvThes:10118]; radiation [ENVO_01001023]; vegetation [EnvThes:20535]; infrared radiation [ENVO_21001214],Jurgens 1997 [https://doi.org/10.1080/014311697216810],NA,14/07/2021,05/02/2024,normalized difference vegetation index [http://vocabs.lter-europe.net/EnvThes/21165],NA,NA,NA,"A remote sensing [EnvThes:21762] index [NCIT:C25390] of whole plant [PO:0000003] vegetation status, which is a ratio [PATO:0001470] that considers the relative reflectance [EnvThes:21580] of red light versus short-wave infrared radiation (SWIR) [ENVO:21001214] off the plant canopy [ENVO:01001242], where a higher value indicates greater vegetation health. The formula is: (SWIR - Red) / (SWIR + Red).",NA,trait_0020815,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0020816,leaf_chlorophyll_index_modified_ND705,Modified chlorophyll absorption ratio index 705,"A remote sensing index of chlorophyll absorption, which is a ratio that considers the relative reflectance of different wavelengths off the plant canopy, where a higher value indicates greater chlorophyll absorption. The formula is: (R750-R705)/(R750+R705+2(R445)).",NA,continuous variable [STATO_0000251],0.1,1,{dimensionless},NA,environmental tolerance trait [trait_group_0030704],whole plant [PO_0000003]; leaf [PO_0025034],ratio; proportion [PATO_0001470]; dimensionless ratio [STATO_0000300]; index [NCIT_C25390]; reflectance [EnvThes:21580],remote sensing [EnvThes:21762]; canopy [ENVO_01001242]; vegetation reflectance [EnvThes:10118]; radiation [ENVO_01001023]; vegetation [EnvThes:20535]; infrared radiation [ENVO_21001214]; chlorophyll [CHEBI_28966],Henrich & Brüser 2022 [https://www.indexdatabase.de/]; Sims & Gamon 2002 [https://doi.org/10.1016/S0034-4257(02)00010-X],NA,17/05/2023,05/02/2024,NA,NA,NA,NA,"A remote sensing [EnvThes:21762] index [NCIT:C25390] of chlorophyll [CHEBI:28966] absorption [SWEET:procWave/Absorption], which is a ratio [PATO:0001470] that considers the relative reflectance [EnvThes:21580] of different wavelengths off the plant canopy [ENVO:01001242], where a higher value indicates greater chlorophyll absorption. The formula is: (R750-R705)/(R750+R705+2(R445)).",NA,trait_0020816,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030010,plant_growth_form,Plant growth form,"The form of a plant, capturing a general sense of plant height and shape, which parts of a plant are woody versus herbaceous, the number of stems arising at ground level, and the distribution of leaves relative to the main stem.","This definition of plant growth form is narrower than what is used by many other references. Here, information pertaining to where a plant grows is captured by `plant_growth_substrate`. Terminology about the shape and length of stems and distribution of leaves is included in `stem_growth_habit`. An indication of whether a plant is parasitic is presented in `parasitic`. Included in the list of plant growth forms are two terms that are exclusively used to describe Australian plants, mallee and hummock, and one, tussock, that is an important growth form of Australian grasses, but globally used less frequently.",categorical variable [STATO_0000252],NA,NA,NA,none,whole plant phenotype trait [trait_group_0030006]; whole plant morphology trait [trait_group_0010004]; stem morphology trait [trait_group_0011802],whole plant [PO_0000003]; stem [PO_0009047]; leaf [PO_0025034],"organismal quality [PATO_0001995]; spatial pattern, distribution [PATO_0000060]; shape [PATO_0000052]; structure [PATO_0000141]; height [PATO_0000119]","vegetative shoot system [PO_0025607]; wood, secondary xylem [PO_0005848]; growth [GO_0040007]; canopy [ENVO_01001242]",Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Cornellison 2003 [https://doi.org/10.1071/BT02124],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,whole plant growth form [http://purl.obolibrary.org/obo/FLOPO_0900032],NA,exact match: whole plant growth form [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); exact match: Growth form [BROT:1] (http://doi.org/10.1038/sdata.2018.135) (http://doi.org/10.1038/sdata.2018.135); exact match: Growth form and habit [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0); close match: Plant growth form [TOP136] (https://top-thesaurus.org/index); close match: Plant growth form [TRY:42] (https://www.try-db.org/de/de.php); close match: growth_form_2 [GIFT:1.2.2] (https://gift.uni-goettingen.de); close match: whole plant growth form diversity [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that summarises different components of a whole plant's shape [PATO:0000052] and structure [PATO:0000141] into general groups [NCIT:C43359]. Characters that contribute to the plant form categories include the height [PATO:0000119] of the vegetative shoot system [PO:0025607], the distribution of leaves [PO:0025034] along the plant stem [PO:0009047], and the position [PATO:0000140] and count [NCIT:C25463] of stems and/or leaves relative to the ground surface.",NA,trait_0030010,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030011,life_form,Life form,"Raunkiaer classification of life form, indicating the location of and protection provided to surviving meristematic tissue (buds) during the unfavourable (cold or dry) season.",NA,categorical variable [STATO_0000252],NA,NA,NA,none,whole plant phenotype trait [trait_group_0030006]; whole plant morphology trait [trait_group_0010004]; reproductive shoot system morphology trait [trait_group_0012202],whole plant [PO_0000003]; seed [PO_0009010]; bud [PO_0000055],"organismal quality [PATO_0001995]; spatial pattern, distribution [PATO_0000060]; position [PATO_0000140]",whole plant lifeform [FLOPO_0900022]; shoot system meristem [PO_0006079]; life form [EnvThes:21412],Raunkiaer 1934 [https://openlibrary.org/books/OL16122328M]; LEDA Data Standards 2005 [https://uol.de/en/landeco/research/leda/standards]; Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,whole plant lifeform [http://purl.obolibrary.org/obo/FLOPO_0900022],NA,life form [http://vocabs.lter-europe.net/EnvThes/21412],exact match: Plant life form [TOP210] (https://top-thesaurus.org/index); exact match: Plant life form (Raunkiaer life form) [TRY:343] (https://www.try-db.org/de/de.php); exact match: plant growth form [LEDA:1.1] (https://uol.de/en/landeco/research/leda/standards); exact match: life_form [GIFT:2.3] (https://gift.uni-goettingen.de),"Raunkiaer classification of life form, which is a feature of the whole plant [PO:0000003] defining the position [PATO:0000140] of the perennating meristematic tissue [PO:0006079] (buds [PO:0000055] or shoot apices [PO:0000037]) on the shoot system [PO:0009006], their distance [PATO:0000040] to the ground surface [sweetontology.net/realmSoil/Ground] and the protection afforded to survive the unfavourable season, or the production of seeds [PO:0009010] to avoid the unfavourable season.",NA,trait_0030011,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030012,life_history,Life history,"Categorical description of the duration of a plant's lifespan, from germination to death.","Studies will differ in the subset of terms they use to describe a plant's life history, such that some researchers will distinguish between ephemeral and annual species, and other researchers will group these life history categories together under `annual`. In addition, only a subset of studies will use the term `short-lived perennial`; the majority will score all perennial plants as `perennial`. Rangeland studies and post-fire studies are those most likely to score species as `ephemeral` or `short-lived perennial`, as these are environments where perennial species' lifespans are often divided into those that are short-lived due to environmental conditions and those that are able to persist through the environmentally unfavourable period.",categorical variable [STATO_0000252],NA,NA,NA,none,whole plant phenotype trait [trait_group_0030006],whole plant [PO_0000003],organismal quality [PATO_0001995]; duration [PATO_0001309]; time [PATO_0000165],death [GO_0016265]; longevity [NCIT_C153298],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; LEDA Data Standards 2005 [https://uol.de/en/landeco/research/leda/standards],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,life cycle habit [http://purl.obolibrary.org/obo/TO_0002725],NA,NA,exact match: Plant lifespan (longevity) [TRY:59] (https://www.try-db.org/de/de.php); exact match: lifecycle [GIFT:2.1.1] (https://gift.uni-goettingen.de); related match: Growth form [BROT:1] (http://doi.org/10.1038/sdata.2018.135) (http://doi.org/10.1038/sdata.2018.135); close match: plant lifespan and age of first flowering [LEDA:1.3] (https://uol.de/en/landeco/research/leda/standards),"Categorical description of the duration [PATO:0001309] of a plant's lifespan (longevity [NCIT:C153298]), from seed germination [GO:0009845] to death [GO:0016265].",NA,trait_0030012,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030013,life_history_ephemeral_class,Ephemeral life history class,"For taxa that display an ephemeral life history, the environmental conditions associated with seed germination and seedling establishment.",NA,categorical variable [STATO_0000252],NA,NA,NA,NA,fire response trait [trait_group_0030602]; life history trait [trait_group_0030001],whole plant [PO_0000003],organismal quality [PATO_0001995]; requirement [NCIT_C25652]; response to [PATO_0000077],fire [ENVO_01000786]; environmental condition [ENVO_01000203]; seed germination [GO_0009845]; seedling establishment [EnvThes:20410],NA,NA,23/02/2023,05/02/2024,NA,NA,NA,NA,"A whole plant [PO:0000003] life history [ECOCORE:00000018] which is, for taxa [NCIT_C40098] that display an ephemeral life history, the environmental conditions [ENVO_01000203] associated with seed germination [GO:0009845] and seedling establishment [EnvThes:20410].",NA,trait_0030013,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030014,lifespan,Lifespan,"Plant lifespan, the duration from germination to death. Lifespan refers to the death of both aboveground and belowground biomass, indicating the death of the genetic individual.",NA,continuous variable [STATO_0000251],0.1,10000,a,NA,whole plant phenotype trait [trait_group_0030006],whole plant [PO_0000003],organismal quality [PATO_0001995]; duration [PATO_0001309]; time [PATO_0000165],death [GO_0016265]; longevity [NCIT_C153298],NA,NA,14/07/2021,05/02/2024,NA,NA,life cycle habit [http://purl.obolibrary.org/obo/TO_0002725],"exact match: Plant life span [TOP255] (https://top-thesaurus.org/index); exact match: Plant lifespan (longevity) [TRY:59] (https://www.try-db.org/de/de.php); exact match: lifespan_1 [GIFT:2.2.1] (https://gift.uni-goettingen.de); exact match: longest whole plant longevity, maximum whole plant longevity  [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); close match: Lifespan [BROT:17] (http://doi.org/10.1038/sdata.2018.135)","The duration [PATO:0001309] of a plant's lifespan (longevity [NCIT:C153298]), from seed germination [GO:0009845] to death [GO:0016265].",NA,trait_0030014,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030015,plant_growth_substrate,Plant growth substrate,"Trait broadly indicating where a plant is usually found, referencing the habitat in which a plant grows, the substrate to which a plant is attached, or a plant's growth medium.","Although the majority of vascular plants are `terrestrial`, for most taxonomic groups `plant growth substrate` is only recorded if a plant is not terrestrial. The exceptions are ferns and orchids, where both floras and individual researchers tend to specifically indicate which taxa are terrestrial. The values under this trait are recorded as part of `plant growth form` by many researchers, trait handbooks, and databases; they have been split out here, as the terms capturing what a plant is attached to do not generally describe the form of a plant.",categorical variable [STATO_0000252],NA,NA,NA,none,life history trait [trait_group_0030001],whole plant [PO_0000003],organismal quality [PATO_0001995],substrate [EFO:0005061]; growth [GO_0040007]; aquatic [EnvThes:21785]; terrestrial [EnvThes:21880]; habitat [ENVO_01000739]; epiphyte [EnvThes:10107]; growth [GO_0040007],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,NA,substrate [http://www.ebi.ac.uk/efo/EFO_0005061],related match: Plant growth form [TRY:42] (https://www.try-db.org/de/de.php); close match: epiphyte_2 [GIFT:1.3.2] (https://gift.uni-goettingen.de); close match:  aquatic_1 [GIFT:1.7.1] (https://gift.uni-goettingen.de),"A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which indicates either the substrate [EFO:0005061] on which a plant grows [GO:0040007] or, broadly, whether the plant grows in an aquatic [EnvThes:21785] or terrestrial [EnvThes:21880] habitat [ENVO:01000739]. Substrate is defined as the surface to which an organism is attached.",NA,trait_0030015,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030016,plant_photosynthetic_organ,Plant photosynthetic organ,Trait indicating a plant's primary photosynthetic organ or tissue.,"This trait is not intended to record the presence of primary versus secondary photosynthetic organs; only the primary photosynthetic organ should be keyed in. Many of the allowable values for this trait are frequently included under `leaf type` or `leaf form`. Here, we separate terms pertaining to the general form of the leaf (in the trait `leaf_type`) from those identifying the plant organ responsible for photosynthesis.",categorical variable [STATO_0000252],NA,NA,NA,none,photosynthetic trait [trait_group_0020202]; leaf morphology trait [trait_group_0011202]; stem morphology trait [trait_group_0011802],leaf [PO_0025034]; whole plant [PO_0000003]; stem [PO_0009047],structure [PATO_0000141]; organismal quality [PATO_0001995],plant organ [PO_0009008]; photosynthesis [GO_0015979]; cladode [PO_0025354]; phyllode [PO_0025335]; growth [GO_0040007],Pérez-Harguindeguy 2013 [https://doi.org/10.1071/BT12225]; Burrows 2001 [https://doi.org/10.1086/319579],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],31/10/2022,05/02/2024,NA,NA,NA,related match: Leaf type [TRY:43] (https://www.try-db.org/de/de.php),"A plant structure morphology trait [TO:0000839] which is the primary [NCIT:C25251] organ [PO:0009008] or tissue [CARO:0000043] a plant [PO:0000003] uses for photosynthesis [GO:0015979], most commonly a leaf [PO:0025034], cladode [PO:0025354], or phyllode [PO:0025335].",leaf_type,trait_0030016,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030017,plant_alternative_energy_and_nutrient_acquisition_strategy,Plant alternative energy and nutrient acquisition strategies,"Trait indicating the strategies used by a plant to obtain or produce energy (carbohydrates) or nutrients, including photosynthesis and various saprophytic and carnivorous energy and nutrient acquisition mechanisms.","Although the majority of vascular plants use photosynthesis to produce their own carbohydrates, this trait mostly includes data for the few taxa that are not photosynthetic. Likewise, it captures alternative nutrient acquisition strategies. See also the trait `parasitic` which captures data on whether plants are parasitic (or partially parasitic), forming haustoria to penetrate their host plant. The trait `root_structures` includes specialised root structures",categorical variable [STATO_0000252],NA,NA,NA,NA,whole plant phenotype trait [trait_group_0030006],whole plant [PO_0000003]; leaf [PO_0025034],organismal quality [PATO_0001995]; mechanism [NCIT_C25343],energy [PATO_0001021]; carbohydrate [CHEBI_16646]; nutrient [CHEBI_33284]; growth [GO_0040007],NA,NA,31/10/2022,05/02/2024,NA,NA,NA,close match: Nutritional relationships [BROT:18] (http://doi.org/10.1038/sdata.2018.135),A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which are alternative mechanisms [NCIT:C25343] plants use to obtain [NCIT:C52349] or produce [SIO:001106] energy [PATO:0001021] (carbohydrates [CHEBI:16646]) or nutrients [CHEBI:33284].,NA,trait_0030017,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030018,woodiness,Woodiness,"A binary trait, indicating whether a plant's stems are woody, with woody broadly defined to include both `true wood` (secondary xylem) and taxa that do not produce secondary xylem (i.e. monocots and ferns) but have thick, stiff, robust lignified stems.",This trait considers all species that have stiff lignified stems as `woody` and those that lack such stems as `herbaceous`. See the trait `plant woodiness detailed` for sub-categories of `woody` that indicate the extent and type of woodiness present in a plant stem.,categorical variable [STATO_0000252],NA,NA,NA,Vascular plants,whole plant phenotype trait [trait_group_0030006]; stem morphology trait [trait_group_0011802],whole plant [PO_0000003]; stem [PO_0009047],composition [PATO_0000025]; structure [PATO_0000141],"wood, secondary xylem [PO_0005848]; lignin [CHEBI_6457]; shoot axis woodiness [FLOPO_0900038]; wood [NCIT_C93062]; herbaceous [PATO_0002352]",Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; LEDA Data Standards 2005 [https://uol.de/en/landeco/research/leda/standards],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,shoot axis woodiness [http://purl.obolibrary.org/obo/FLOPO_0900038]; woody plants [http://vocabs.lter-europe.net/EnvThes/20744],NA,exact match: whole plant woodiness [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); close match: Woodiness [TOP706] (https://top-thesaurus.org/index); close match: Plant woodiness [TRY:38] (https://www.try-db.org/de/de.php); close match: woodiness and stem specific density [LEDA:3.1] (https://uol.de/en/landeco/research/leda/standards),"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait which indicates whether the plant stem [PO:0009047] (the vegetative shoot system [PO:0025607]) is woody, with â€œwoodyâ€ defined to include both plant stems with secondary xylem (true wood) [PO:0005848] and those with wood-like lignification [CHEBI:6457] (woodiness in monocots and ferns).",NA,trait_0030018,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030019,woodiness_detailed,Detailed woodiness categories,"Trait indicating the extent, distribution, and type of secondary xylem (true wood) and wood-like lignification (woodiness in monocots and ferns) in stems, roots, and reproductive shoots.","This trait documents in detail the degree and type of lignification in a plant's stems and roots (woodiness), while `plant woodiness` is a binary trait collapsing woodiness into a pair of values, `woody` versus `herbaceous`. Datasets that only use the terms `woody` versus `herbaceous` are only mapped to the binary trait; only datasets that explicitly indicate different levels of woodiness are mapped to `plant woodiness detailed`.",categorical variable [STATO_0000252],NA,NA,NA,Vascular plants,whole plant phenotype trait [trait_group_0030006]; stem morphology trait [trait_group_0011802],whole plant [PO_0000003]; stem [PO_0009047]; root [PO_0009005]; reproductive shoot system [PO_0025082],"composition [PATO_0000025]; structure [PATO_0000141]; spatial pattern, distribution [PATO_0000060]","wood, secondary xylem [PO_0005848]; lignin [CHEBI_6457]; shoot axis woodiness [FLOPO_0900038]; wood [NCIT_C93062]; herbaceous [PATO_0002352]",Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; LEDA Data Standards 2005 [https://uol.de/en/landeco/research/leda/standards]; Carlquist 2013 [https://doi.org/10.1086/670400],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],31/10/2022,05/02/2024,NA,shoot axis woodiness [http://purl.obolibrary.org/obo/FLOPO_0900038]; woody plants [http://vocabs.lter-europe.net/EnvThes/20744],NA,close match: Woodiness [TOP706] (https://top-thesaurus.org/index); close match: Plant woodiness [TRY:38] (https://www.try-db.org/de/de.php); close match: woodiness and stem specific density [LEDA:3.1] (https://uol.de/en/landeco/research/leda/standards); close match: whole plant woodiness [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait which indicates the vertical [PATO:0001854] extent, distribution [PATO:0000060], and type [NCIT:C25284] of wood present in stems [PO:0009047], roots [PO:0009005], and reproductive shoot systems [PO:0025082], distinguishing between plants with secondary xylem (true wood) [PO:0005848] versus wood-like lignification [CHEBI:6457] (woodiness in monocots and ferns).",NA,trait_0030019,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030020,plant_physical_defence_structures,Physical defence structures,"The presence (or explicit absence) of specific physical defence structures on a plant, including spines, thorns, prickles, and sharp-tipped leaves.","This trait identifies explicit physical defence structures on a plant. The trait `plant_spinescence` indicates the degree of defence afforded to plants, with values defined by PÃ©rez-Harguindeguy et al. 2013 (doi:10.1071/BT12225).",categorical variable [STATO_0000252],NA,NA,NA,none,plant structure morphology trait [trait_group_0011001]; leaf morphology trait [trait_group_0011202]; stem morphology trait [trait_group_0011802]; bark morphology trait [trait_group_0012002],leaf [PO_0025034]; stem [PO_0009047]; bark [PO_0004518]; whole plant [PO_0000003],structure [PATO_0000141]; surface feature shape [PATO_0001925]; shape [PATO_0000052],spine leaf [PO_0025173]; spine stipule [PO_0025174]; thorn [PO_0025172]; prickle [PO_0025169]; defense [NCIT_C61556]; spine petiole [PO_0025613],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Hanley 2007 [https://doi.org/10.1016/j.ppees.2007.01.001],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,plant defense [http://vocabs.lter-europe.net/EnvThes/21109],NA,"related match: Basic leaf shape [BROT:5] (http://doi.org/10.1038/sdata.2018.135); close match: Shoot emergences (pubescence, hairs, spines, thorns) [TRY:677] (https://www.try-db.org/de/de.php); close match: Shoot emergences (pubescence, hairs, spines, thorns) [TRY:1255] (https://www.try-db.org/de/de.php); close match: Shoot emergences (pubescence, hairs, spines, thorns) [TRY:1256] (https://www.try-db.org/de/de.php); close match: leaf_spines_1 [GIFT:4.13.1] (https://www.try-db.org/de/de.php); close match: leaf_thorns_1 [GIFT:4:14.1] (https://www.try-db.org/de/de.php); close match: defence [GIFT:6.5] (https://gift.uni-goettingen.de); close match: Armature [PalmTraits] (https://doi.org/10.1038/s41597-019-0189-0)","A plant structure morphology trait [TO:0000839] which indicates the plant structures [PO:0009011] used for defence [NCIT:C61556], including spine leaves [PO:0025173], spine stipules [PO:0025174], spine petiole [PO:0025613], thorns [PO:0025172], and prickles [PO:0025169].",physical_defence,trait_0030020,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030021,plant_climbing_mechanism,Plant climbing mechanisms,"Mechanisms plants use to climb, including both specialised leaf and stem adaptations and stem growth habits.",NA,categorical variable [STATO_0000252],NA,NA,NA,climbing and scrambling plants,whole plant phenotype trait [trait_group_0030006]; leaf morphology trait [trait_group_0011202]; stem morphology trait [trait_group_0011802],whole plant [PO_0000003]; stem [PO_0009047]; leaf [PO_0025034],structure [PATO_0000141]; mechanism [NCIT_C25343],climbing [NCIT_C81002]; appendage [NCIT_C61460],Simpson 2019 [https://books.google.com/books?vid=ISBN9780128126288]; Gallagher 2012 [https://doi.org/10.1111/j.1365-2699.2012.02773.x],Elizabeth Wenk [https://orcid.org/0000-0001-5640-5910]; Hervé Sauquet [https://orcid.org/0000-0001-8305-3236]; Russell Barrett [https://orcid.org/0000-0003-0360-8321]; Ian J. Wright [https://orcid.org/0000-0001-8338-9143]; Peter Vesk [https://orcid.org/0000-0003-2008-7062]; Gregory J. Jordan [https://orcid.org/0000-0002-6033-2766]; Andy Leigh [https://orcid.org/0000-0003-3568-2606]; Patricia Lu-Irving [https://orcid.org/0000-0003-1116-9402]; Lily Dun [https://orcid.org/0000-0002-0712-5143]; David Coleman [https://orcid.org/0000-0002-1773-6597],14/07/2021,05/02/2024,NA,NA,NA,related match: Plant growth form [TRY:42] (https://www.try-db.org/de/de.php),A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that indicates stem [PO:0009047] and leaf [PO:0025034] structures [PATO:0000141] and physical mechanisms [NCIT:C25343] a plant uses to climb [NCIT:C81002] up other plants or substrates.,vine_climbing_mechanism,trait_0030021,https://w3id.org/APD
