Entity,trait,label,description,comments,trait_type,allowed_values_min,allowed_values_max,units,allowed_values_levels,categorical_trait_description,categorical_trait_synonyms,constraints,trait_groupings,structure_measured,characteristic_measured,keywords,references,reviewers,created,reviewed,deprecated_trait_name,exact_match,close_match,related_match,description_encoded,identifier,categorical_trait_identifier,inScheme
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,ballistic,Seeds are launched away from the plant by explosion as soon as the seed capsule opens.,,,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_ballistic,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,barochory,Diaspores are dispersed without assistance.,"gravity, mobile, unassisted, passive",,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_barochory,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,chamaechory,Diaspore is dispersed by being rolled along ground surface by wind.,,,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_chamaechory,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,endozoochory,"Diaspore is ingested by animals, either intentionally or accidentally, then transported before being deposited.",ingestion,,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_endozoochory,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,epizoochory,Diaspore is dispersed by accidentally attaching itself to the outside of an animal vector.,"ectozoochory, exozoochory",,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_epizoochory,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,hydrochory,Diaspore is dispersed on the surface of water.,water,,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_hydrochory,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,myrmecochory,"Diaspores have elaiosomes (specialised nutritious appendages) that make them attractive for capture, transport and use by ants or related insects.",,,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_myrmecochory,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,undefined,Dispersal mechanism unknown.,unknown,,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_undefined,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,Diaspore dispersal syndrome,"Plant dispersal syndromes are generally assigned to species based on suites of diaspore characteristics associated with specific mechanisms of dispersal. Trait values are mostly given as the formal dispersal syndromes ending in 'chory', a suffix meaning 'a specified method of plant dispersal'.",,categorical,,,,zoochory,"Diaspore is dispersed by animals, by an undescribed mechanism.",,,interspecific interactions trait; seed morphology trait; fruit morphology trait,reproductive shoot system; seed; fruit,organismal quality; mechanism; shape,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php); dispersal_syndrome [GIFT:3.3] (https://gift.uni-goettingen.de); whole plant dispersal syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata); Dispersal mode [BROT:23] (http://doi.org/10.1038/sdata.2018.135),,,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] seed morphology traits [TO:0000184] or fruit morphology traits [TO:0002629] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from the parent plant.,trait_0030211,dispersal_syndrome_zoochory,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030212,dispersers,Diaspore dispersal agents,"Dominant diaspore dispersal agents, including both biotic agents (specific taxa) or abiotic mechanisms responsible for dispersing seeds (or other dispersal units) away from the parent plant.","Allowable terms for biotic dispersal agents include taxa at both the species-level and much broader groupings, reflecting both the different levels of resolution provided by researchers and whether a plant has specific versus broad dispersal agents. Abiotic dispersal mechanisms can likewise be quite general or specific, depending on data availability.",categorical,,,,indigenous_people,Indigenous people disperse the fruit through traditional practices.,,,interspecific interactions trait,reproductive shoot system; seed; fruit,organismal quality; mechanism,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php),,The taxa [NCIT:C40098] (biotic vectors) and abiotic mechanisms [NCIT:C25343] that disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from a parent plant.,trait_0030212,dispersers_indigenous_people,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030212,dispersers,Diaspore dispersal agents,"Dominant diaspore dispersal agents, including both biotic agents (specific taxa) or abiotic mechanisms responsible for dispersing seeds (or other dispersal units) away from the parent plant.","Allowable terms for biotic dispersal agents include taxa at both the species-level and much broader groupings, reflecting both the different levels of resolution provided by researchers and whether a plant has specific versus broad dispersal agents. Abiotic dispersal mechanisms can likewise be quite general or specific, depending on data availability.",categorical,,,,abiotic,Fruits are dispersed by unspecified abiotic mechanisms.,,,interspecific interactions trait,reproductive shoot system; seed; fruit,organismal quality; mechanism,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php),,The taxa [NCIT:C40098] (biotic vectors) and abiotic mechanisms [NCIT:C25343] that disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from a parent plant.,trait_0030212,dispersers_abiotic,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030212,dispersers,Diaspore dispersal agents,"Dominant diaspore dispersal agents, including both biotic agents (specific taxa) or abiotic mechanisms responsible for dispersing seeds (or other dispersal units) away from the parent plant.","Allowable terms for biotic dispersal agents include taxa at both the species-level and much broader groupings, reflecting both the different levels of resolution provided by researchers and whether a plant has specific versus broad dispersal agents. Abiotic dispersal mechanisms can likewise be quite general or specific, depending on data availability.",categorical,,,,ants,Ants are an important fruit dispersal agent.,,,interspecific interactions trait,reproductive shoot system; seed; fruit,organismal quality; mechanism,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php),,The taxa [NCIT:C40098] (biotic vectors) and abiotic mechanisms [NCIT:C25343] that disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from a parent plant.,trait_0030212,dispersers_ants,https://w3id.org/APD
https://w3id.org/APD/traits/trait_0030212,dispersers,Diaspore dispersal agents,"Dominant diaspore dispersal agents, including both biotic agents (specific taxa) or abiotic mechanisms responsible for dispersing seeds (or other dispersal units) away from the parent plant.","Allowable terms for biotic dispersal agents include taxa at both the species-level and much broader groupings, reflecting both the different levels of resolution provided by researchers and whether a plant has specific versus broad dispersal agents. Abiotic dispersal mechanisms can likewise be quite general or specific, depending on data availability.",categorical,,,,animals,Animals are an important fruit dispersal agent.,,,interspecific interactions trait,reproductive shoot system; seed; fruit,organismal quality; mechanism,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; symbiosis",Pérez-Harguindeguy 2013 (https://doi.org/10.1071/BT12225); Saatkamp 2018 (https://doi.org/10.1111/nph.15502); Wigley 2020 (https://doi.org/10.1071/BT20048); LEDA Data Standards 2005 (https://uol.de/en/landeco/research/leda/standards); Kew Seed Information Database 2022 (https://data.kew.org/sid/sidsearch.html),Elizabeth Wenk (https://orcid.org/0000-0001-5640-5910); Hervé Sauquet (https://orcid.org/0000-0001-8305-3236); Russell Barrett (https://orcid.org/0000-0003-0360-8321); Carl Gosper (https://orcid.org/0000-0002-0962-5117); Lydia Guja (https://orcid.org/0000-0001-5945-438X); Gregory J. Jordan (https://orcid.org/0000-0002-6033-2766); Mark Ooi (https://orcid.org/0000-0002-3046-0417); Karen D. Sommerville (https://orcid.org/0000-0002-9843-6616); Lily Dun (https://orcid.org/0000-0002-0712-5143),14/07/2021,30/11/2021,,,Plant dispersal syndrome [TOP346] (https://top-thesaurus.org/index); Dispersal syndrome [TRY:28] (https://www.try-db.org/de/de.php),,The taxa [NCIT:C40098] (biotic vectors) and abiotic mechanisms [NCIT:C25343] that disperse [OMIT: 0027297] seeds [PO:0009010] and fruit [PO:0009001] away from a parent plant.,trait_0030212,dispersers_animals,https://w3id.org/APD
