identifier,trait,label,description_encoded,description,comments,inScheme,type,type_x,min,max,units,units_UCUM,units_uom,category_1,category_2,category_3,category_4,created,modified,deprecated_trait_name,constraints,structure_1,structure_2,structure_3,structure_4,meas_char_1,meas_char_2,meas_char_3,meas_char_4,meas_char_5,meas_char_6,rev_01,rev_02,rev_03,rev_04,rev_05,rev_06,rev_07,rev_08,rev_09,rev_10,ref_1,ref_2,ref_3,ref_4,ref_5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,exact_other1,close_other1,close_other2,related_other,exact_TOP,close_TOP,related_TOP,related_TOP2,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,exact_BIEN,close_BIEN,related_BIEN,exact_BROT,close_BROT,related_BROT,PalmTraits_exact,PalmTraits_close,traitID
APD/0030026,root_structure,Plant root structures,"A trait which indicates types [NCIT:C25284] of root [PO:0009005] structures [PATO:0000141], including structures associated with mutualisms [GO:0085030] with mycorrhizae [EnvThes:20656].","Specific specialized types of root structures and root symbioses, especially symbioses with mycorrhizal fungi.",,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,interspecific interactions trait,root morphology trait,,,14/07/2021,,,,PO_0000003,PO_0009005,,,PATO_0001995,PATO_0000141,,,,,,,,,,,,,,,Brundrett 2008,,,,,GO_0085030,EnvThes:20656,GO_0036377,GO_0044403,GO_0085035,NCIT_C14329,ECOCORE_00000022,,,,,,,,,,,,Mycorrhiza type [TRY:7] (https://www.try-db.org/de/de.php),,,,,,mycorrhiza_1 [GIFT:6.4.1] (https://gift.uni-goettingen.de),,,,,,,Nutritional relationships [BROT:18] (http://doi.org/10.1038/sdata.2018.135),,,,30025
APD/0030027,parasitic,Plant parasitism status,"A whole plant [PO:0000003] phenotype [NCIT:C16977] trait that indicates if a plant is involved in a parasitic [ECOCORE:00000146] symbiosis [ECOCORE:00000022] where it forms haustorium [GO:0085035] on a host [GO:0018995] plant and the host plant provides all or some of its high energy [PATO:0001021] carbon [CHEBI:27594] compounds [NCIT:C43366], mineral nutrition (nutrients [CHEBI:33284]) and/or water [CHEBI:15377].","Trait indicating whether a plant forms haustoria and obtains part or all of its energy-rich carbon compounds (photosynthetic sugars), mineral nutrition and/or water directly from another plant (its host) in an interaction that does not benefit the host plant.","Plants described as parasitic in the context of this trait always have haustoria, specialised organs that penetrate the host plants’s vascular bundles. The trait `root_structures` documents symbiotic relationships with fungi. The trait `plant_energy_acquisition_strategy` documents specialised strategies or specialised organs or tissues plants use to obtain carbon or mineral nutrition.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,interspecific interactions trait,,,,14/07/2021,31/10/2022,,none,PO_0000003,,,,PATO_0001995,PATO_0000141,,,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Simpson 2019,Těšitel 2016,Nickrent & Musselman 2004,,,ECOCORE_00000146,ECOCORE_00000022,GO_0085035,PATO_0001021,CHEBI_33284,GO_0072519,GO_0044403,,,,,,,,,,,,,,,,,,,parasite_1 [GIFT:1.5.1] (https://gift.uni-goettingen.de),,,,,,Nutritional relationships [BROT:18] (http://doi.org/10.1038/sdata.2018.135),,,,30026
APD/0030028,sex_type,Plant sex type,"A plant structure morphology trait [TO:0000839] which is the distribution [PATO:0000060] of male [PATO:0000384], female [PATO:0000383], and hermaphroditic [PATO:0001340] flowers [PO:0009046] on one individual [EFO:0000542] and across multiple individuals in a population [PCO:0000001].","Plant sex type, indicating, for a taxon the type of flowers (male, female, and hermaphroditic) present on individual plants versus separate plants within a population.",,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,plant structure morphology trait,,,,14/07/2021,,,,PO_0000003,PO_0009046,,,PATO_0001995,PATO_0000060,,,,,,,,,,,,,,,,,,,,PATO_0001340,PATO_0001894,,,,,,,,,,,,,Plant dicliny type [TOP295] (https://top-thesaurus.org/index),,,,"Flower sexual syndrome (dichogamy, cleistogamy, dioecious, monoecious) [TRY:915] (https://www.try-db.org/de/de.php)",,,,,,,reproduction_sexual_1 [GIFT:1.4.1] (https://gift.uni-goettingen.de),,whole plant sexual system [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,,30027
APD/0030060,genome_size,Plant genome size,The total mass [PATO:0000125] of chromosomes [NCIT:C13202] that comprise a plant's genome [OMIT:0027643] in a somatic cell [CL:0002371].,"Mass of all chromosomes, the genome, in a somatic cell.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.5,100,pg,pg,picogram,genetic structures trait,,,,14/07/2021,,,,PO_0000003,,,,PATO_0000125,,,,,,,,,,,,,,,,,,,,,OMIT_0027643,CL_0002371,NCIT_C13202,,,,,,,,OMIT_0027643,,,,,,,,Species genotype: genome size [TRY:1022] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,30060
APD/0030061,ploidy,Chromosome ploidy,The count [NCIT:C25463] of copies of each chromosome [NCIT:C13202] present in a somatic cell [CL:0002371].,"Chromosome ploidy, the number of copies of each chromosome present in a somatic cell.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,4,{count},{count},{count},genetic structures trait,,,,14/07/2021,,,,PO_0000003,,,,PATO_0001555,NCIT_C25463,,,,,,,,,,,,,,,,,,,,CL_0002371,NCIT_C13202,PATO_0001374,,,,,,,,PATO_0001374,,,,Plant chromosome number [TOP241] (https://top-thesaurus.org/index),,,,Species genotype: chromosome ploidy [TRY:222] (https://www.try-db.org/de/de.php),,,,,,Chromosome_number [GIFT:5.1.1] (https://gift.uni-goettingen.de),,,,,,,,,,,30061
APD/0030110,leaf_phenology,Leaf phenology,A whole plant [PO:0000003] phenotype [NCIT:C16977] trait characterising whether there is a part of the year when a plant sheds all leaves [PO:0025034] (shedability [PATO:0001729]) and the environmental conditions [ENVO:01000203] that cause a plant to shed its leaves.,Trait indicating whether a plant retains a leaf canopy throughout the year and what environmental cues are associated with canopy shedding.,,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,plant phenological trait,,,,14/07/2021,31/10/2022,,Plants with leaves.,PO_0025034,PO_0000003,,,PATO_0001995,EnvThes:21586,PATO_0000077,NCIT_C25201,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Williams 1997,,,,,PATO_0001729,ENVO_01000203,PATO_0001733,PATO_0001731,,,,,,,,,,PATO_0001729,Phenology [TOP700] (https://top-thesaurus.org/index),,,,Leaf phenology type [TRY:37] (https://www.try-db.org/de/de.php),,,,,,deciduousnes_1 [GIFT:2.4.1] (https://gift.uni-goettingen.de),,,whole plant vegetative phenology [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,Leaf phenology [BROT:4] (http://doi.org/10.1038/sdata.2018.135),,,,,30110
APD/0030111,leaf_lifespan,Leaf lifespan,The duration [PATO:0001309] that an individual leaf [PO:0025034] is attached to the stem [PO:0009047] and is physiologically functional [PATO:0001510].,Duration of time that an individual leaf is attached to the stem and physiologically functional; leaf longevity.,"Leaf lifespan is the inverse of the rate of leaf turnover. For some species, leaflets or other portions of a leaf may be censused rather than the entire leaf lamina. Leaf lifespan can be censused as either the rate of shedding leaves (leaf death) or the rate of formation of new leaves (leaf birth).",https://github.com/traitecoevo/APD,STATO_0000251,numeric,1,1000,mo,mo,month,plant phenological trait,,,,14/07/2021,31/10/2022,,applicable to plants with leaves,PO_0025034,,,,PATO_0000165,PATO_0001309,,,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Ian J. Wright,Peter Vesk,Gregory J. Jordan,Andy Leigh,Patricia Lu-Irving,Lily Dun,David Coleman,Pérez-Harguindeguy 2013,Wright & Cannon 2001,,,,PATO_0001729,NCIT_C153298,,,,,,,,,,,,,Leaf life span [TOP254] (https://top-thesaurus.org/index),,,,Leaf lifespan (longevity) [TRY:12] (https://www.try-db.org/de/de.php),,,,,,,,,leaf life span [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,Average leaf lifespan [BROT:3] (http://doi.org/10.1038/sdata.2018.135),,,,,30111
APD/0030210,flowering_time,"Flowering time, by month",The months [UO:0000035] during which a plant [PO:0000003] has open (anthetic) flowers [PO:0009046] and is therefore at the whole plant flowering stage [PO:0007016].,Months during which taxon has open (anthetic) flowers.,"Trait keyed as a sequences of 12 Ns (not flowering) and Ys (flowering), representing the 12 months, starting with January.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,plant phenological trait,,,,14/07/2021,30/11/2021,,,PO_0025082,PO_0009046,,,PATO_0000165,PATO_0001309,EnvThes:21586,,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Carl Gosper,Lydia Guja,Gregory J. Jordan,Mark Ooi,Karen D. Sommerville,Lily Dun,,Saatkamp 2018,Stephens 2022,,,,PO_0007016,TO_0002616,,,,,,,,,,,,PO_0007016,,,Plant flowering begin trait [TOP292] (https://top-thesaurus.org/index),Plant flowering end trait [TOP293] (https://top-thesaurus.org/index),"Flower onset of flowering (first flowering date, flowering beginning) [TRY:2956] (https://www.try-db.org/de/de.php)",,,,,,flowering_time [GIFT:3.7] (https://gift.uni-goettingen.de),,,plant flowering duration [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),plant flowering begin [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,30210
APD/0030211,fruiting_time,"Fruiting time, by month",The months [UO:0000035] during which a plant [PO:0000003] produces fruit [PO:0009001] with mature [PATO:0001701] seeds [PO:0009010].,Months during which taxon produces fruit with mature seeds.,"Trait keyed as a sequences of 12 Ns (not flowering) and Ys (flowering), representing the 12 months, starting with January.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,plant phenological trait,,,,14/07/2021,30/11/2021,,,PO_0025082,PO_0009001,,,PATO_0000165,PATO_0001309,EnvThes:21586,,,,Elizabeth Wenk,Hervé Sauquet,Russell Barrett,Carl Gosper,Lydia Guja,Gregory J. Jordan,Mark Ooi,Karen D. Sommerville,Lily Dun,,Saatkamp 2018,,,,,PO_0025500,,,,,,,,,,,,,,,,,,,,,,,,Fuiting time [GIFT:3.8] (https://gift.uni-goettingen.de),,,plant fruiting duration [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,,30211
APD/0030260,pollination_syndrome,Pollination syndrome,A classification [NCIT:C25161] based on a taxon's [NCIT:C40098] flower morphology traits [TO:0000499] that indicates the taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely pollinate [GO:0009856] a flower [PO:0009046].,"For a given taxon, the biotic vectors (including explicit taxa) or abiotic mechanisms that are most likely to pollinate its flowers, based on the taxon's flower morphology.","Trait values include both very specific terms and quite general ones, reflecting the variation in detail provided across studies.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,floral organ morphology trait,interspecific interactions trait,,,14/07/2021,23/02/2023,,applicable to seed plants (gymnosperms and angiosperms),PO_0025082,PO_0009046,,,PATO_0001995,NCIT_C25343,,,,,Ruby Stephens,,,,,,,,,,Ollerton 2019,Dellinger 2020,,,,GO_0009856,GO_0085030,GO_0044403,APD:glossary/40086,GO_0000003,ECOCORE_00000022,,,,,,,,,Flower pollination syndrome [TOP333] (https://top-thesaurus.org/index),,,,pollination syndrome [TRY:29] (https://www.try-db.org/de/de.php),,,,,,pollination_syndrom [GIFT:3.6] (https://gift.uni-goettingen.de),,,flower pollination syndrome [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,,30260
APD/0030261,pollination_system,Pollination system,A classification [NCIT:C25161] based on explicit field studies of pollination [GO:0009856]  in the taxon’s [NCIT:C40098] native range (preferred) or else a combination of a taxon's flower morphology traits [TO:0000499] (that suggest specific [NCIT:C38024] taxa (biotic vectors) or abiotic mechanisms [NCIT:C25343] that most likely pollinate [GO:0009856] a flower [PO:0009046]) and the pollinators actually observed visiting the taxon's flower.,"For a given taxon, the biotic vectors (including explicit taxa) or abiotic mechanisms that are most likely to pollinate its flowers, based on explicit field studies of pollination in the taxon’s native range (preferred) or else a combination of possible pollinators observed visiting a taxon's flowers and the taxon's flower morphology.","Trait values include both very specific terms and quite general ones, reflecting the variation in detail provided across studies.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,floral organ morphology trait,interspecific interactions trait,,,14/07/2021,23/02/2023,,applicable to seed plants (gymnosperms and angiosperms),PO_0025082,PO_0009046,,,PATO_0001995,NCIT_C25343,,,,,Ruby Stephens,,,,,,,,,,Ollerton 2019,,,,,GO_0009856,GO_0085030,GO_0044403,APD:glossary/40086,GO_0000003,ECOCORE_00000022,,,,,,,,,,,,,,pollination syndrome [TRY:29] (https://www.try-db.org/de/de.php),,,,,,self_fertilization_1 [GIFT:3.1.1] (https://gift.uni-goettingen.de),,,,,,,,,,30261
APD/0030310,vegetative_reproduction_ability,Vegetative reproduction ability,A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which is the ability [NCIT:C78209] of individual [EFO:0000542] plants to reproduce [GO:0000003] through asexual reproduction [GO:0019954] (vegetative reproduction).,"A binary trait, indicating whether a plant taxon is able to reproduce and spread through the growth and division of vegetative material.","For plants able to reproduce vegetatively, more detailed information about the mechanisms and structures that allow clonal spread is provided in the trait `clonal_spread_mechanism`.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,whole plant phenotype trait,,,,14/07/2021,,vegetative_regeneration,,PO_0000003,,,,PATO_0001995,,,,,,,,,,,,,,,,,,,,,GO_0000003,GO_0019954,EnvThes:21064,EnvThes:21034,EnvThes:21032,,,,,,EnvThes:21034,,,,Plant reproduction type [TOP123] (https://top-thesaurus.org/index),,,,Plant vegetative regeneration capacity [TRY:344] (https://www.try-db.org/de/de.php),,,,,,Reproduction_asexual_1 [GIFT:3.5.1] (https://gift.uni-goettingen.de),,,,,,,Clonality [BROT:15] (http://doi.org/10.1038/sdata.2018.135),,,,30310
APD/0030311,clonal_spread_mechanism,Clonal spread mechanism,A plant structure morphology trait [TO:0000839] which is the mechanism [NCIT:C25343] plants use for clonal growth [EnvThes:21032] (asexual reproduction [GO:0019954]) or for regeneration [GO:0031099] after a disturbance event [EnvThes:20373],"Mechanisms and structures (tissues, organs, or other structures) a plant uses to spread vegetatively, including the production of clones.","See `vegetative_reproduction_ability` for a binary description of whether a plant can spread vegetatively. There are two other traits with overlapping trait values, but that are distinct trait concepts: `storage_organ` indicates the plant structures where a plant stores excess carbohydrates; these organs may or may not facilitate clonal spread; `bud_bank_location` indicates the location of meristematic tissue (buds) that allow regeneration following a disturbance or after an annual unfavourable season.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,life history trait,plant structure morphology trait,,,14/07/2021,,,,PO_0000003,PO_0000055,PO_0009005,PO_0009047,PATO_0001995,NCIT_C25343,PATO_0000141,,,,,,,,,,,,,,,,,,,EnvThes:21032,GO_0019954,GO_0031099,EnvThes:21064,PO_0009008,GO_0000003,EnvThes:21034,,,,,,,EnvThes:21032,,,,,Plant vegetative reproduction: clonal growth organ [TRY:356] (https://www.try-db.org/de/de.php),,,,,,reproduction_asexual_2 [GIFT:3.5.2] (https://gift.uni-goettingen.de),,,,,,Clonality [BROT:15] (http://doi.org/10.1038/sdata.2018.135),,,,,30311
APD/0030312,storage_organ,Storage organ,"A plant structure morphology trait [TO:0000839] which is the type [NCIT:C25284] of storage organ [EFO:0000997] a plant has, where a storage organ is a plant part (organ [PO:0009008], tissue [PO:0009007], or other plant structure [PO:0009011]) whose function [NCIT:C25518] is carbohydrate [CHEBI:16646] (energy [PATO:0001021]) storage.","Plant structures  (tissues, organs, or other structures) where a plant stores excess carbohydrates (energy). The stored energy may be used for future growth, including clonal spread and regrowth following an annual unfavourable season, or for regrowth following a disturbance event (including post-fire regeneration). Trait values include both generic terms and quite specific ones to accommodate the variation in detail provided across datasets.","There are two other traits with overlapping trait values, but that are distinct trait concepts: `clonal_spread_mechanism` indicates mechanisms and structures a plant actually uses for vegetative spread; not all energy storage organs also allow vegetative spread; `bud_bank_location` indicates the location of meristematic tissue (buds) that allow regeneration following a disturbance or after an annual unfavourable season. See Pausus, Lamont et al. 2018 (doi.org/10.1111/nph.14982) for detailed descriptions of recolonization ability and level of fire protection provided by each regeneration strategy.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,life history trait,plant structure morphology trait,,,14/07/2021,,,,PO_0000003,PO_0009005,PO_0009047,,PATO_0000141,NCIT_C25518,,,,,,,,,,,,,,,"Pausus, Lamont et al. 2018",Wigley 2020,Tavşanoğlu & Pausas 2018,,,EFO:0000997,PO_0009008,CHEBI_16646,PATO_0001021,PlantResprout,EnvThes:21064,,,,,EFO:0000997,,,,Plant storage organ [TOP166] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,,,,,30312
APD/0030313,bud_bank_location,Bud bank location,"The position [PATO:0000140] and distribution [PATO:0000060] of vegetative meristematic tissue [PO:0006079] (buds [PO:0000055]) on a plant [PO:0000003]. These may be buds that allow a plant to regrow following an unfavourable season or buds that survive [EnvThes:21064] a disturbance event [EnvThes:20373]. In particular, they may be meristematic tissue that survives a fire [ENVO:01000786] and allows the plant to resprout [Cerrado:fire#PlantResprout] following the fire.","The location of buds (meristematic tissue) on a plant that allows it to resprout following a fire, annual unfavourable season, or other disturbance event. Trait values include both generic terms and quite specific ones to accommodate the variation in detail provided across datasets.","There are two other traits with overlapping trait values, but that are distinct trait concepts: `clonal_spread_mechanism` indicates mechanisms and structures a plant actually uses for vegetative spread; not all energy storage organs also allow vegetative spread; `storage_organ` indicates the plant structures where a plant stores excess carbohydrates. See Pausus, Lamont et al. 2018 (doi.org/10.1111/nph.14982) for detailed descriptions of recolonization ability and level of fire protection provided by each regeneration strategy.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,whole plant phenotype trait,,,,14/07/2021,,,,PO_0000003,PO_0000055,,,PATO_0000140,PATO_0000060,NCIT_C25341,,,,,,,,,,,,,,"Pausus, Lamont et al. 2018",Wigley 2020,Tavşanoğlu & Pausas 2018,,,PO_0006079,EnvThes:21064,EnvThes:20373,ENVO_01000786,PlantResprout,GO_0031099,,,,,,,,,,,,,,,,,,,,,,,,,Bud source [BROT:30] (http://doi.org/10.1038/sdata.2018.135),,,,,30313
APD/0030314,sprout_depth,Sprout depth,The depth [PATO:0001595] below the ground [SWEET:realmSoil/Ground] surface or height [PATO:0000119] above the ground surface of vegetative meristematic tissue [PO:0006079] (buds [PO:0000055]) that resprouts [Cerrado:fire#PlantResprout] following a fire [ENVO:01000786].,"Depth below the soil surface (positive number) or height above ground (negative number) from which buds (meristematic tissue) resprout following a disturbance, such as a fire.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,-100,100,mm,mm,millimetre,fire response trait,,,,14/07/2021,,,,PO_0000003,PO_0000055,,,PATO_0001595,PATO_0000119,,,,,,,,,,,,,,,Vesk & Yen 2019,,,,,PO_0006079,ENVO_01000786,PlantResprout,Ground,ENVO_00001998,GO_0031099,,,,,,,,,,,,,,Budbank height distribution [TRY:153] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,30314
APD/0030315,regeneration_non_fire_disturbance,"Plant regeneration, non-fire disturbance","A whole plant [PO:0000003] life history [ECOCORE:00000018] trait which is the ability [NCIT:C78209] of individual [EFO:0000542] plants to regenerate [GO:0031099] (resprout [Cerrado:fire#PlantResprout]) from meristematic tissue [PO:0006079], buds [PO:0000055]) after a disturbance event [EnvThes:20373] other than a fire [ENVO:01000786].",Variable that indicates if a plant is able to regenerate (resprout) from a disturbance other than fire.,"This trait explicitly refers to regeneration ability following a disturbance event other than fire. See `bud_bank_location`, `clonal_spread_mechanism`, and `fire_response` for other information about a plant's ability to resprout.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,life history trait,,,,14/07/2021,,,,PO_0000003,,,,PATO_0001995,NCIT_C78209,NCIT_C43414,NCIT_C25201,,,,,,,,,,,,,,,,,,GO_0031099,PO_0006079,EnvThes:20373,PlantResprout,EnvThes:21488,ENVO_01000203,EnvThes:21064,,,,,,,,,,,,,,,,,,,,,,,,Resprouting capacity after disturbances [BROT:33] (http://doi.org/10.1038/sdata.2018.135),Resprouting capacity after clipping [BROT:32] (http://doi.org/10.1038/sdata.2018.135),,,,30315
APD/0030410,reproductive_maturity,Age of reproductive maturity,"The age [NCIT:C25150] of a plant when it first sets seeds, which is the time interval (duration) [PATO:0001309] between seed germination [GO:0009845] and when a plant [PO:0000003] first reaches flowering stage [PO:0007616], indicating it is mature [PATO:0001701] and capable of sexual reproduction [GO:0000003].","Age of plants when they first flower and are able to set seed, marking reproductive maturity.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1000,a,a,year,plant phenological trait,,,,14/07/2021,,,,PO_0000003,,,,NCIT_C25150,PATO_0001309,PATO_0001995,,,,,,,,,,,,,,,,,,,GO_0000003,PO_0007616,PATO_0000261,,,,,,,,,,,,,,,,,,,,,,,,,whole plant primary juvenile period length [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,Age at maturity of saplings [BROT:42] (http://doi.org/10.1038/sdata.2018.135),,,,,30410
APD/0030411,reproductive_maturity_secondary_after_fire,"Age of secondary reprodctive maturity, post-fire",The time interval (duration) [PATO:0001309] between a fire [ENVO:01000786] and when a mature [PATO_0001701] plant [PO:0000003] that survives [EnvThes:21064] the disturbance event [EnvThes:20373] again reaches flowering stage [PO:0007616].,"The time interval between a fire and when a mature plant that survives the fire and resprouts, again flowers, indicating it has again reached reproductive maturity.",,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.1,100,a,a,year,plant phenological trait,,,,14/07/2021,,,,PO_0000003,,,,NCIT_C25150,PATO_0001309,PATO_0001995,,,,,,,,,,,,,,,,,,,GO_0000003,PO_0007616,PATO_0000261,ENVO_01000786,EnvThes:21488,EnvThes:20373,PlantResprout,,,,,,,,,,,,,,,,,,,,,,,,Age at maturity of resprouts [BROT:41] (http://doi.org/10.1038/sdata.2018.135),,,,,30411
APD/0030511,seed_storage_location,Seed storage location,"The location [NCIT:C25341] of a plant's [PO:0000003] seedbank [MESH:D000068098], indicating locations where mature [PATO:0001701] seeds [PO:0009010] are stored and remain viable [PATO:0000169] until germination [GO:0009845].","Location of a plant's seedbank, the location where mature seeds are stored and viable until germinating.","Related traits include `seed_longevity`, `soil_seedbank`, `canopy_seedbank`, and `serotiny`.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,reproductive structure life history trait,plant phenological trait,,14/07/2021,,REMOVE?,,PO_0009010,PO_0000003,PO_0009001,,PATO_0000140,PATO_0001995,,,,,,,,,,,,,,,Lamont 1991,Lamont 2020,Leck 2012,,,GO_0009845,D000068098,GO_0000003,TO_0000345,ENVO_00001998,ENVO_01001242,GO_0010162,,,,,,,,,,,,Seedbank type [TRY:159] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,,30511
APD/0030512,canopy_seedbank,Canopy seedbank,"A binary trait which is whether there is a canopy [ENVO:01001242] seedbank [MESH:D000068098], indicating that a plant's [PO:0000003] mature [PATO:0001701] seeds [PO:0009010] are retained in the plant canopy and remain viable [PATO:0000169] stored in the canopy until an environmental cue triggers their release; germination [GO:0009845] occurs only after the seeds are released.","A binary trait which is whether mature seeds are retained in the plant canopy and remain viable in the plant canopy, acting as an aerial seedbank until an environmental cue triggers their release; germination occurs only after the seeds are released.","Related traits include `seed_storage_location`, `seed_longevity`, `soil_seedbank`, and `serotiny`.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,reproductive structure life history trait,plant phenological trait,,14/07/2021,,,,PO_0009010,PO_0000003,PO_0009001,,PATO_0000140,PATO_0001995,,,,,,,,,,,,,,,Lamont 1991,Lamont 2020,,,,GO_0009845,D000068098,GO_0000003,TO_0000345,ENVO_01001242,GO_0010162,,,,,,,,,,,,,,Seedbank type [TRY:159] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,30512
APD/0030513,soil_seedbank,Soil seedbank,"A binary trait which is whether there is a soil [ENVO:00001998] seedbank [MESH:D000068098], indicating that a plant's [PO:0000003] seeds [PO:0009010] are present in the soil and remain viable [PATO:0000169] stored in the soil until germination [GO:0009845] occurs.",A binary trait which is whether mature seeds are retained in the soil and remain viable in the soil until germination occurs.,"Related traits include `seed_storage_location`, `seed_longevity`, `canopy_seedbank`, and `serotiny`.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,reproductive structure life history trait,plant phenological trait,,14/07/2021,,,,PO_0009010,PO_0000003,,,PATO_0000140,PATO_0001995,,,,,,,,,,,,,,,Lamont 2020,,,,,GO_0009845,D000068098,GO_0000003,TO_0000345,ENVO_00001998,GO_0010162,,,,,,,,,,,,,,Seedbank type [TRY:159] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,30513
APD/0030514,seed_longevity_categorical,"Seed longevity, categorical","A seed's [PO:0009010] longevity [EnvThes:22228], expressed as a categorical variable [STATO:0000252], where seed longevity is the time interval (duration [PATO:0001309]) between when a seed matures [PATO:0001701] and it is no longer able to germinate [GO:0009845].",Categorical groupings indicating the length of time (duration) after a seed becomes mature that is is able to germinate.,,https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,reproductive structure life history trait,,,14/07/2021,,seed_longevity,,PO_0025082,PO_0009010,,,PATO_0000165,PATO_0001309,,,,,,,,,,,,,,,,,,,,GO_0009845,D000068098,GO_0000003,TO_0000435,EnvThes:21064,GO_0010162,,,,,EnvThes:22228,,,,,,,,,,,,,,,,,,,,,Canopy seed bank longevity [BROT:38]; Soil seed bank longevity [BROT:40] (http://doi.org/10.1038/sdata.2018.135),,,,30514
APD/0030515,seed_longevity_numeric,Seed longevity,"A seed's [PO:0009010] longevity [EnvThes:22228], expressed as a continuous variable [STATO:0000251], where seed longevity is the time interval (duration [PATO:0001309]) between when a seed matures [PATO:0001701] and it is no longer able to germinate [GO:0009845].",The length of time (duration) after a seed becomes mature that is is able to germinate.,,https://github.com/traitecoevo/APD,STATO_0000251,numeric,0.01,1000,a,a,year,fire response trait,reproductive structure life history trait,,,14/07/2021,,,,PO_0025082,PO_0009010,,,PATO_0000165,PATO_0001309,,,,,,,,,,,,,,,,,,,,GO_0009845,D000068098,GO_0000003,TO_0000435,EnvThes:21064,GO_0010162,,,,,EnvThes:22228,,,,,,,,,,,,,,,,,,,,,Canopy seed bank longevity [BROT:38]; Soil seed bank longevity [BROT:40] (http://doi.org/10.1038/sdata.2018.135),,,,30515
APD/0030516,seed_release,"Seed maturation and release, timing","A life history trait which indicates the temporal pattern [EnvThes:21586] of seed [PO:0009010] maturation [TO:0002661] and seed release [NCIT:C42882] by a fruit [PO:0009001] or cone [strobilus; PO:0025083], including whether specific [NCIT:C38024] environmental conditions [ENVO:01000203] trigger seed maturation and release.","A life history trait which indicates the pattern and timing of seed maturation and release from the parent plant, including if seeds are only released in response to an environmental trigger, such as fire or flood.","Related traits include  'seed_longevity', 'seed_storage_location', 'soil_seedbank', 'canopy_seedbank', and 'serotiny'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,fire response trait,reproductive structure life history trait,,,14/07/2021,,,,PO_0025082,PO_0009010,PO_0009001,,PATO_0001995,NCIT_C25652,PATO_0000077,EnvThes:21586,,,,,,,,,,,,,,,,,,TO_0002661,ENVO_01000203,ENVO_01000786,GO_0000003,D000068098,GO_0010162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30516
