sort,term type,term,ontology,identifier,base_code,base_identifier_to_match,term to use in keyword list,url,scheme,prefix,description
599,ecology,plant habit,Solanaceae Phenotype Ontology [SPTO],SP:0000003,SP_0000003,SP_0000003,plant habit [SP:0000003],http://purl.obolibrary.org/obo/SP_0000003,http://purl.obolibrary.org/obo/,obo,[no definition]
186,,model parameter,Statistical Methods Ontology,STATO:0000034,STATO_0000034,STATO_0000034,model parameter [STATO:0000034],http://purl.obolibrary.org/obo/STATO_0000034,http://purl.obolibrary.org/obo/,obo,A model parameter is a data item which is part of a model and which is meant to characterize an theoritecal or unknown population. a model parameter may be estimated by considering the properties of samples presumably taken from the theoritecal population
308,,reaction rate,Statistical Methods Ontology,STATO:0000071,STATO_0000071,STATO_0000071,reaction rate [STATO:0000071],http://purl.obolibrary.org/obo/STATO_0000071,http://purl.obolibrary.org/obo/,obo,Reaction rate is a measurement datum which represents the speed of a chemical reaction turning reactive species into product species of event (i.e the number of such conversions)s occuring over a time interval
168,measurement property,substrate concentration,Statistical Methods Ontology,STATO:0000072,STATO_0000072,STATO_0000072,substrate concentration [STATO:0000072],http://purl.obolibrary.org/obo/STATO_0000072,http://purl.obolibrary.org/obo/,obo,Substrate concentration is a scalar measurement datum which denotes the amount of molecular entity involved in an enzymatic reaction (or catalytic chemical reaction) and whose role in that reaction is as substrate.
,,ordinal variable,Statistical Methods Ontology,STATO:0000228,STATO_0000228,STATO_0000228,ordinal variable [STATO:0000228],http://purl.obolibrary.org/obo/STATO_0000228,http://purl.obolibrary.org/obo/,obo,Ordinal variable is a categorical variable where the discrete possible values are ordered or correspond to an implicit ranking
184,,continuous variable,Statistical Methods Ontology,STATO:0000251,STATO_0000251,STATO_0000251,continuous variable [STATO:0000251],http://purl.obolibrary.org/obo/STATO_0000251,http://purl.obolibrary.org/obo/,obo,"A continuous variable is one for which, within the limits the variable ranges, any value is possible."
183,,categorical variable,Statistical Methods Ontology,STATO:0000252,STATO_0000252,STATO_0000252,categorical variable [STATO:0000252],http://purl.obolibrary.org/obo/STATO_0000252,http://purl.obolibrary.org/obo/,obo,A categorical variable is a variable which that can only assume a finite number of value and cast observation in a small number of categories
148,measurement property,dimensionless ratio,Statistical Methods Ontology,STATO:0000300,STATO_0000300,STATO_0000300,dimensionless ratio [STATO:0000300],http://purl.obolibrary.org/obo/STATO_0000300,http://purl.obolibrary.org/obo/,obo,A ratio where the numerator and denominator are expressed in the same unit.
185,,weighted arithmetic mean,Statistical Methods Ontology,STATO:0000398,STATO_0000398,STATO_0000398,weighted arithmetic mean [STATO:0000398],http://purl.obolibrary.org/obo/STATO_0000398,http://purl.obolibrary.org/obo/,obo,"The weighted arithmetic mean is a measure of central tendency that is the sum of the products of each observed value and their respective non-negative weights, divided by the sum of the weights, such that the contribution of each observed value to the mean may defer according to its respective weight. It is defined by the formula: A = sum[vi*wi]/sum[wi], where 'i' ranges from 1 to n, 'vi' is the value of each observation, and 'wi' is the value of the respective weight for each observed value. The weighted arithmetic mean is a kind of mean similar to an ordinary arithmetic mean [the most common type of average], except that instead of each of the data points contributing equally to the final average, some data points are weighted, meaning they contribute more than others. The weighted arithmetic mean is often used if one wants to combine average values from samples of the same population with different sample sizes."
641,ecology-tolerance,calcium sensitivity,Plant Trait Ontology,TO:0000006,TO_0000006,TO_0000006,calcium sensitivity [TO:0000006],http://purl.obolibrary.org/obo/TO_0000006,http://purl.obolibrary.org/obo/,obo,Sensitivity to the calcium content in the growth medium. Plays an important role in cell wall synthesis and enzyme activities.
5,class 1,plant morphology trait,Plant Trait Ontology,TO:0000017,TO_0000017,TO_0000017,plant morphology trait [TO:0000017],http://purl.obolibrary.org/obo/TO_0000017,http://purl.obolibrary.org/obo/,obo,"A plant trait [TO:0000387] which is a morphological quality of a plant anatomical entity [PO:0025131] or a constituent cellular component [GO:0005575] contained therein. Includes traits of plant structures [PO:0009011] such as plant cell [PO:0009002], plant organ [PO:0009008], portion of plant tissue [PO:0009007], vascular system [PO:0000034], whole plant [PO:0000003] and seed [PO:0009010], as well as those of plant anatomical spaces [PO:0025117] and portions of plant substance [PO:0025161]."
20,class 3,root morphology trait,Plant Trait Ontology,TO:0000043,TO_0000043,TO_0000043,root morphology trait [TO:0000043],http://purl.obolibrary.org/obo/TO_0000043,http://purl.obolibrary.org/obo/,obo,A plant axis morphology trait [TO:0000738] which is a quality of a root [PO:0025025].
8,class 4,plant embryo morphology trait,Plant Trait Ontology,TO:0000064,TO_0000064,TO_0000064,plant embryo morphology trait [TO:0000064],http://purl.obolibrary.org/obo/TO_0000064,http://purl.obolibrary.org/obo/,obo,A whole plant morphology trait [TO:0000398] which is a quality of a plant embryo [PO:0009009].
731,morphology - root,"root dry weight, root dry mass",Plant Trait Ontology,TO:0000078,TO_0000078,TO_0000078,"root dry weight, root dry mass [TO:0000078]",http://purl.obolibrary.org/obo/TO_0000078,http://purl.obolibrary.org/obo/,obo,The average dry weight of the root determined in a study.
737,morphology - root,root mass density,Plant Trait Ontology,TO:0000115,TO_0000115,TO_0000115,root mass density [TO:0000115],http://purl.obolibrary.org/obo/TO_0000115,http://purl.obolibrary.org/obo/,obo,Determined as the dry mass of roots per unit soil volume at a given soil section.
407,physiology,leaf water potential,Plant Trait Ontology,TO:0000131,TO_0000131,TO_0000131,leaf water potential [TO:0000131],http://purl.obolibrary.org/obo/TO_0000131,http://purl.obolibrary.org/obo/,obo,Water potential of a leaf.
653,morphology-leaf,leaf length,Plant Trait Ontology,TO:0000135,TO_0000135,TO_0000135,leaf length [TO:0000135],http://purl.obolibrary.org/obo/TO_0000135,http://purl.obolibrary.org/obo/,obo,"Actual measurements, in centimeters of the leaf. Refers to length [PATO:0000122]: A 1-D extent quality which is equal to the distance between two points."
409,physiology,leaf relative water content,Plant Trait Ontology,TO:0000136,TO_0000136,TO_0000136,leaf relative water content [TO:0000136],http://purl.obolibrary.org/obo/TO_0000136,http://purl.obolibrary.org/obo/,obo,Leaf relative water content is determined at midday (12.00 noon).
46,class 1,stress trait,Plant Trait Ontology,TO:0000164,TO_0000164,TO_0000164,stress trait [TO:0000164],http://purl.obolibrary.org/obo/TO_0000164,http://purl.obolibrary.org/obo/,obo,Response by the plant in terms of resistivity or sensitivity to either the biotic or the abiotic types of stress.
427,morphology - reproduction,"seed weight, seed mass",Plant Trait Ontology,TO:0000181,TO_0000181,TO_0000181,"seed weight, seed mass [TO:0000181]",http://purl.obolibrary.org/obo/TO_0000181,http://purl.obolibrary.org/obo/,obo,A seed morphology trait [TO:0000184] which is the weight of a seed [PO:0009010].
24,class 4,seed morphology trait,Plant Trait Ontology,TO:0000184,TO_0000184,TO_0000184,seed morphology trait [TO:0000184],http://purl.obolibrary.org/obo/TO_0000184,http://purl.obolibrary.org/obo/,obo,A multi-tissue plant structure morphology trait [TO:0000836] which is a quality of a seed [PO:0009010].
542,development,germination ratio,Plant Trait Ontology,TO:0000202,TO_0000202,TO_0000202,germination ratio [TO:0000202],http://purl.obolibrary.org/obo/TO_0000202,http://purl.obolibrary.org/obo/,obo,Ratio of germinated to non-germinated seeds.
674,morphology-leaf,leaf angle,Plant Trait Ontology,TO:0000206,TO_0000206,TO_0000206,leaf angle [TO:0000206],http://purl.obolibrary.org/obo/TO_0000206,http://purl.obolibrary.org/obo/,obo,A leaf attitude [TO:0000206] which is the angle of a leaf [PO:0025034] measured against the stem.
710,morphology-whole plant,plant height,Plant Trait Ontology,TO:0000207,TO_0000207,TO_0000207,plant height [TO:0000207],http://purl.obolibrary.org/obo/TO_0000207,http://purl.obolibrary.org/obo/,obo,A whole plant morphology trait [TO:0000398] which is the height of a whole plant [PO:0000003]. Comment: Refers to: height [PATO_0000119]: A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.
47,class 2,water stress trait,Plant Trait Ontology,TO:0000237,TO_0000237,TO_0000237,water stress trait [TO:0000237],http://purl.obolibrary.org/obo/TO_0000237,http://purl.obolibrary.org/obo/,obo,Response by the plant in terms of sensitivity to water stress (quality and quantity of water).
642,ecology-tolerance,growth media pH sensitivity,Plant Trait Ontology,TO:0000254,TO_0000254,TO_0000254,growth media pH sensitivity [TO:0000254],http://purl.obolibrary.org/obo/TO_0000254,http://purl.obolibrary.org/obo/,obo,"A growth media composition sensitivity [TO:0000238] which is the response of the plant to the pH of the growth media [soil/culture media], whether it be acidic or alkaline."
651,morphology-leaf,leaf thickness,Plant Trait Ontology,TO:0000258,TO_0000258,TO_0000258,leaf thickness [TO:0000258],http://purl.obolibrary.org/obo/TO_0000258,http://purl.obolibrary.org/obo/,obo,A leaf morphology trait [TO:0000748] which is the thickness of a leaf [PO:0025034].
430,morphology - reproduction,perianth morphology trait,Plant Trait Ontology,TO:0000275,TO_0000275,TO_0000275,perianth morphology trait [TO:0000275],http://purl.obolibrary.org/obo/TO_0000275,http://purl.obolibrary.org/obo/,obo,A collective phyllome structure morphology trait [TO:0000845] which is a quality of a perianth [PO:0009058]
235,,drought tolerance,Plant Trait Ontology,TO:0000276,TO_0000276,TO_0000276,drought tolerance [TO:0000276],http://purl.obolibrary.org/obo/TO_0000276,http://purl.obolibrary.org/obo/,obo,Becoming tolerant to drought like conditions of minimal or no water content in the growth environment.. Often the plants exhibiting high salt tolerance also exhibit drought tolerance.
2,class 1,biochemical trait,Plant Trait Ontology,TO:0000277,TO_0000277,TO_0000277,biochemical trait [TO:0000277],http://purl.obolibrary.org/obo/TO_0000277,http://purl.obolibrary.org/obo/,obo,"A plant trait [TO:0000387] which is a quality of a chemical entity [CHEBI:24431], a plant metabolite [CHEBI:76924], or a molecular function [GO:0003674], which occurs in a cellular component [GO:0005575], plant anatomical entity [PO:0025131] or during a plant structure development stage [PO:0009012]."
738,morphology - root,"root to shoot ratio [LENGTH ratio, not mass ratio]",Plant Trait Ontology,TO:0000278,TO_0000278,TO_0000278,"root to shoot ratio [LENGTH ratio, not mass ratio] [TO:0000278]",http://purl.obolibrary.org/obo/TO_0000278,http://purl.obolibrary.org/obo/,obo,The ratio determined from the parameters evaluated for root length and the shoot length in a study.
733,morphology - root,root mass,Plant Trait Ontology,TO:0000279,TO_0000279,TO_0000279,root mass [TO:0000279],http://purl.obolibrary.org/obo/TO_0000279,http://purl.obolibrary.org/obo/,obo,Root weight may be measured as the average dry or fresh weight of roots. A root morphology trait [TO:0000043] which is the weight of a root [PO:0009005].
4,class 2,metabolite content trait,Plant Trait Ontology,TO:0000281,TO_0000281,TO_0000281,metabolite content trait [TO:0000281],http://purl.obolibrary.org/obo/TO_0000281,http://purl.obolibrary.org/obo/,obo,The trait associated with an assay to determine the affected metabolite's profile.
28,class 1,"biological process trait, physiological process trait",Plant Trait Ontology,TO:0000283,TO_0000283,TO_0000283,"biological process trait, physiological process trait [TO:0000283]",http://purl.obolibrary.org/obo/TO_0000283,http://purl.obolibrary.org/obo/,obo,"Refers to process quality [PATO:0001236]: A quality which inheres in an process. A plant trait [TO:0000387] which is a process quality [PATO:0001236] of a biological process [GO:0008150] which occurs in a plant anatomical entity [PO:0025131], a cellular component [GO:0005575], or during a plant structure development stage [PO:0009012]."
827,chemical entity,carbohydrate content,Plant Trait Ontology,TO:0000291,TO_0000291,TO_0000291,carbohydrate content [TO:0000291],http://purl.obolibrary.org/obo/TO_0000291,http://purl.obolibrary.org/obo/,obo,A metabolite content trait [TO:0000281] which is the amount of carbohydrate [CHEBI:16646] in a plant structure [PO:0009011].
821,chemical entity - protein,soluble protein content,Plant Trait Ontology,TO:0000325,TO_0000325,TO_0000325,soluble protein content [TO:0000325],http://purl.obolibrary.org/obo/TO_0000325,http://purl.obolibrary.org/obo/,obo,Amount of the soluble protein present in the plant or the plant part.
825,chemical entity,total soluble sugar content,Plant Trait Ontology,TO:0000340,TO_0000340,TO_0000340,total soluble sugar content [TO:0000340],http://purl.obolibrary.org/obo/TO_0000340,http://purl.obolibrary.org/obo/,obo,Total amount of soluble sugar present in the plant or plant part.
339,[trait definition],seed viability,Plant Trait Ontology,TO:0000345,TO_0000345,TO_0000345,seed viability [TO:0000345],http://purl.obolibrary.org/obo/TO_0000345,http://purl.obolibrary.org/obo/,obo,[no definition]
708,morphology-whole plant,"plant dry weight, plant dry mass",Plant Trait Ontology,TO:0000352,TO_0000352,TO_0000352,"plant dry weight, plant dry mass [TO:0000352]",http://purl.obolibrary.org/obo/TO_0000352,http://purl.obolibrary.org/obo/,obo,The dry weight of the whole plant.
50,class 1,plant growth and development trait,Plant Trait Ontology,TO:0000357,TO_0000357,TO_0000357,plant growth and development trait [TO:0000357],http://purl.obolibrary.org/obo/TO_0000357,http://purl.obolibrary.org/obo/,obo,A plant trait (TO:0000387) which is the growth (GO:0048590) and development (GO:0032502) of a plant anatomical entity (PO:0025131) or a constituent cellular component (GO:0005575).
18,class 3,stem morphology trait,Plant Trait Ontology,TO:0000361,TO_0000361,TO_0000361,stem morphology trait [TO:0000361],http://purl.obolibrary.org/obo/TO_0000361,http://purl.obolibrary.org/obo/,obo,A shoot axis morphology trait [TO:0000739] which is the quality of a stem [PO:0009047].
655,morphology-leaf,leaf width,Plant Trait Ontology,TO:0000370,TO_0000370,TO_0000370,leaf width [TO:0000370],http://purl.obolibrary.org/obo/TO_0000370,http://purl.obolibrary.org/obo/,obo,"A leaf morphology trait [TO:0000748] which is the width of a leaf [PO:0025034]. Actual measurements, in centimeters of the widest portion of the leaf."
1,class 0,plant trait,Plant Trait Ontology,TO:0000387,TO_0000387,TO_0000387,plant trait [TO:0000387],http://purl.obolibrary.org/obo/TO_0000387,http://purl.obolibrary.org/obo/,obo,"A measurable or observable characteristic of a cellular component [GO:0005575], biological process [GO:0008150] or molecular function [GO:0003674] that is part of, or has participant a plant anatomical entity [PO:0025131] and/or a plant structure development stage [PO:0009012]. This includes physiological, molecular and biochemical traits as well."
7,class 3,whole plant morphology trait,Plant Trait Ontology,TO:0000398,TO_0000398,TO_0000398,whole plant morphology trait [TO:0000398],http://purl.obolibrary.org/obo/TO_0000398,http://purl.obolibrary.org/obo/,obo,A plant structure morphology trait [TO:0000839] which is a quality of a whole plant [PO:0000003].
541,development,seed longevity,Plant Trait Ontology,TO:0000435,TO_0000435,TO_0000435,seed longevity [TO:0000435],http://purl.obolibrary.org/obo/TO_0000435,http://purl.obolibrary.org/obo/,obo,[no definition]
3,class 2,mineral and ion content trait,Plant Trait Ontology,TO:0000465,TO_0000465,TO_0000465,mineral and ion content trait [TO:0000465],http://purl.obolibrary.org/obo/TO_0000465,http://purl.obolibrary.org/obo/,obo,May be measured in a dry mass or in a fresh tissue. A biochemical trait [TO:0000277] that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity [PO:0025131].
25,class 3,vascular tissue morphology trait,Plant Trait Ontology,TO:0000470,TO_0000470,TO_0000470,vascular tissue morphology trait [TO:0000470],http://purl.obolibrary.org/obo/TO_0000470,http://purl.obolibrary.org/obo/,obo,A portion of plant tissue morphology trait [TO:0000843] which is a quality of a vascular tissue and its parts.
48,class 2,chemical stress sensitivity,Plant Trait Ontology,TO:0000482,TO_0000482,TO_0000482,chemical stress sensitivity [TO:0000482],http://purl.obolibrary.org/obo/TO_0000482,http://purl.obolibrary.org/obo/,obo,Response by the plant in terms of resistivity or senility to chemical stress.
332,[trait definition],seed shape,Plant Trait Ontology,TO:0000484,TO_0000484,TO_0000484,seed shape [TO:0000484],http://purl.obolibrary.org/obo/TO_0000484,http://purl.obolibrary.org/obo/,obo,"A seed morphology trait (TO:0000184) which is the shape of a seed (PO:0009010). Seed shape can be a component of seed quality (TO:0000162). Refers to shape (PATO:0000052): A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
664,morphology-leaf,leaf shape,Plant Trait Ontology,TO:0000492,TO_0000492,TO_0000492,leaf shape [TO:0000492],http://purl.obolibrary.org/obo/TO_0000492,http://purl.obolibrary.org/obo/,obo,"A leaf morphology trait [TO:0000748] which is the variation in shapes and forms of a leaf [PO:0025034]. Refer to shape [PATO:0000052]: A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features [points, edges, surfaces and also holes etc]."
826,chemical entity,pigment content trait,Plant Trait Ontology,TO:0000494,TO_0000494,TO_0000494,pigment content trait [TO:0000494],http://purl.obolibrary.org/obo/TO_0000494,http://purl.obolibrary.org/obo/,obo,[no definition]
807,chemical entity,carotenoid content,Plant Trait Ontology,TO:0000496,TO_0000496,TO_0000496,carotenoid content [TO:0000496],http://purl.obolibrary.org/obo/TO_0000496,http://purl.obolibrary.org/obo/,obo,The carotenoid content in a plant or plant part. Includes naturally occurring tetra terpenes that are synthesized only in plants.
657,morphology-leaf,"leaf weight, leaf mass",Plant Trait Ontology,TO:0000505,TO_0000505,TO_0000505,"leaf weight, leaf mass [TO:0000505]",http://purl.obolibrary.org/obo/TO_0000505,http://purl.obolibrary.org/obo/,obo,A leaf morphology trait [TO:0000505] which is the weight of a leaf [PO:0025034].
411,physiology,osmotic adjustment capacity,Plant Trait Ontology,TO:0000507,TO_0000507,TO_0000507,osmotic adjustment capacity [TO:0000507],http://purl.obolibrary.org/obo/TO_0000507,http://purl.obolibrary.org/obo/,obo,The ability of the plant to adust the osmotic potential under stress conditions.
482,morphology-cell,abaxial stomatal frequency,Plant Trait Ontology,TO:0000529,TO_0000529,TO_0000529,abaxial stomatal frequency [TO:0000529],http://purl.obolibrary.org/obo/TO_0000529,http://purl.obolibrary.org/obo/,obo,Number of stomata present on the abaxial surface of leaf.
483,morphology-cell,adaxial stomatal frequency,Plant Trait Ontology,TO:0000530,TO_0000530,TO_0000530,adaxial stomatal frequency [TO:0000530],http://purl.obolibrary.org/obo/TO_0000530,http://purl.obolibrary.org/obo/,obo,Number of stomata present on the adaxial surface of leaf.
650,morphology-leaf,leaf area trait,Plant Trait Ontology,TO:0000540,TO_0000540,TO_0000540,leaf area trait [TO:0000540],http://purl.obolibrary.org/obo/TO_0000540,http://purl.obolibrary.org/obo/,obo,Refer to area [PATO:0001323]: A 2-D extent quality inhering in a bearer by virtue of the bearer's two dimensional extent.
13,class 4,leaf position trait,Plant Trait Ontology,TO:0000541,TO_0000541,TO_0000541,leaf position trait [TO:0000541],http://purl.obolibrary.org/obo/TO_0000541,http://purl.obolibrary.org/obo/,obo,"A leaf morphology trait (TO:0000748) which is the position of the leaf (PO:0025034) on the plant. Refers to: position (PATO_0000140): A spatial quality inhering in a bearer by virtue of the bearer's spatial location relative to other objects in the vicinity. Usually measured from the ground. If you are annotating to this term, please add an additional annotation to vascular leaf morphology (TO:0000419) or non-vascular leaf morphology trait (TO:0000925), depending on the species."
721,morphology-stem,shoot dry mass,Plant Trait Ontology,TO:0000552,TO_0000552,TO_0000552,shoot dry mass [TO:0000552],http://purl.obolibrary.org/obo/TO_0000552,http://purl.obolibrary.org/obo/,obo,The dry weight of the shoot without inflorescence.
665,morphology-leaf,specific leaf area,Plant Trait Ontology,TO:0000562,TO_0000562,TO_0000562,specific leaf area [TO:0000562],http://purl.obolibrary.org/obo/TO_0000562,http://purl.obolibrary.org/obo/,obo,A leaf area trait [TO:0000540] that is the ratio of the leaf area [TO:0000540] to the leaf dry weight [TO:0001014] or leaf dry mass [TO:New].
484,morphology-cell,leaf stomatal complex frequency,Plant Trait Ontology,TO:0000566,TO_0000566,TO_0000566,leaf stomatal complex frequency [TO:0000566],http://purl.obolibrary.org/obo/TO_0000566,http://purl.obolibrary.org/obo/,obo,A vascular leaf morphology trait [TO:0000419] which is the number of leaf stomatal complexes [PO:0025183] present on the leaf surface.
722,morphology-stem,shoot fresh mass,Plant Trait Ontology,TO:0000571,TO_0000571,TO_0000571,dawn [SWEET:reprTimeDay:Dawn],http://purl.obolibrary.org/obo/TO_0000571,http://purl.obolibrary.org/obo/,obo,Fresh weight of the shoot without inflorescence.
734,morphology - root,root fresh mass,Plant Trait Ontology,TO:0000578,TO_0000578,TO_0000578,root fresh mass [TO:0000578],http://purl.obolibrary.org/obo/TO_0000578,http://purl.obolibrary.org/obo/,obo,The average fresh weight of the root determined in a study.
828,chemical entity,protein content,Plant Trait Ontology,TO:0000598,TO_0000598,TO_0000598,protein content [TO:0000598],http://purl.obolibrary.org/obo/TO_0000598,http://purl.obolibrary.org/obo/,obo,The total protein content measured in a plant or a plant part.
811,chemical entity,starch content,Plant Trait Ontology,TO:0000696,TO_0000696,TO_0000696,starch content [TO:0000696],http://purl.obolibrary.org/obo/TO_0000696,http://purl.obolibrary.org/obo/,obo,Amount of starch present in the plant or plant part.
402,physiology,turgor pressure,Plant Trait Ontology,TO:0000701,TO_0000701,TO_0000701,turgor pressure [TO:0000701],http://purl.obolibrary.org/obo/TO_0000701,http://purl.obolibrary.org/obo/,obo,The pressure within the cell resulting from the absorption of water into the vacuole and the imbibition of water by the protoplasm.
9,class 3,leaf morphology trait,Plant Trait Ontology,TO:0000748,TO_0000748,TO_0000748,leaf morphology trait [TO:0000748],http://purl.obolibrary.org/obo/TO_0000748,http://purl.obolibrary.org/obo/,obo,A phyllome morphology trait [TO:0000747] which is quality of a leaf [PO:0025034].
545,development,seedling hypocotyl morphology trait,Plant Trait Ontology,TO:0000769,TO_0000769,TO_0000769,seedling hypocotyl morphology trait [TO:0000769],http://purl.obolibrary.org/obo/TO_0000769,http://purl.obolibrary.org/obo/,obo,A hypocotyl morphology trait [TO:0000757] which a seedling hypocotyl [PO:0025291].
21,class 3,reproductive shoot system morphology trait,Plant Trait Ontology,TO:0000786,TO_0000786,TO_0000786,reproductive shoot system morphology trait [TO:0000786],http://purl.obolibrary.org/obo/TO_0000786,http://purl.obolibrary.org/obo/,obo,A shoot system morphology trait [TO:0000077] that is a quality of a reproductive shoot system [PO:0025082].
494,morphology - vascular,leaf vein morphology trait,Plant Trait Ontology,TO:0000820,TO_0000820,TO_0000820,leaf vein morphology trait [TO:0000820],http://purl.obolibrary.org/obo/TO_0000820,http://purl.obolibrary.org/obo/,obo,A vascular leaf morphology trait [TO:0000419] which is a quality of a leaf lamina vein [PO:0020138].
675,,leaf attitude,Plant Trait Ontology,TO:0000824,TO_0000824,TO_0000824,leaf attitude [TO:0000824],http://purl.obolibrary.org/obo/TO_0000824,http://purl.obolibrary.org/obo/,obo,"Leaf attitude traits refer to the way a leaf is naturally held on the plant. If you are annotating to this term, please add an additional annotation to vascular leaf morphology (TO:0000419) or non-vascular leaf morphology trait (TO:0000925), depending on the species. A leaf morphology trait (TO:0000748) which is the attitude of a leaf (PO:0025034)."
6,class 2,plant structure morphology trait,Plant Trait Ontology,TO:0000839,TO_0000839,TO_0000839,plant structure morphology trait [TO:0000839],http://purl.obolibrary.org/obo/TO_0000839,http://purl.obolibrary.org/obo/,obo,A plant morphology trait [TO:0000017] which is a quality of a plant structure [PO:0009011].
15,class 4,portion of plant tissue morphology trait,Plant Trait Ontology,TO:0000843,TO_0000843,TO_0000843,portion of plant tissue morphology trait [TO:0000843],http://purl.obolibrary.org/obo/TO_0000843,http://purl.obolibrary.org/obo/,obo,A plant structure morphology trait [TO:0000839] which is a quality of a portion of plant tissue [PO:0009007].
22,class 4,floral organ morphology trait,Plant Trait Ontology,TO:0000862,TO_0000862,TO_0000862,floral organ morphology trait [TO:0000862],http://purl.obolibrary.org/obo/TO_0000862,http://purl.obolibrary.org/obo/,obo,A plant organ morphology trait [TO:0000736] which is a quality of a floral organ [PO:0025395].
431,morphology - reproduction,tepal morphology trait,Plant Trait Ontology,TO:0000865,TO_0000865,TO_0000865,tepal morphology trait [TO:0000865],http://purl.obolibrary.org/obo/TO_0000865,http://purl.obolibrary.org/obo/,obo,A phyllome morphology trait [TO:0000747] which is a quality of a tepal [PO:0009033].
714,morphology-stem,stem shape trait,Plant Trait Ontology,TO:0000893,TO_0000893,TO_0000893,stem shape trait [TO:0000893],http://purl.obolibrary.org/obo/TO_0000893,http://purl.obolibrary.org/obo/,obo,"A stem morphology trait [TO:0000361] which is the shape of a stem [PO:0009047]. Refer to shape [PATO:0000052]: A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features [points, edges, surfaces and also holes etc]."
547,phenology,plant phenological trait,Plant Trait Ontology,TO:0000933,TO_0000933,TO_0000933,plant phenological trait [TO:0000933],http://purl.obolibrary.org/obo/TO_0000933,http://purl.obolibrary.org/obo/,obo,A growth and development trait [TO:0000357] which is the timing of the occurrence of plant structure development stages [PO:0009012] and the relevant biological processes [GO:0008150].
715,morphology-stem,stem mass,Plant Trait Ontology,TO:0000952,TO_0000952,TO_0000952,stem mass [TO:0000952],http://purl.obolibrary.org/obo/TO_0000952,http://purl.obolibrary.org/obo/,obo,A stem morphology trait [TO:0000361] which is the weight of a stem [PO:0009047].
723,morphology-stem,stem number,Plant Trait Ontology,TO:0000953,TO_0000953,TO_0000953,stem number [TO:0000953],http://purl.obolibrary.org/obo/TO_0000953,http://purl.obolibrary.org/obo/,obo,A shoot system morphology trait [TO:0000077] which is the number of stems [PO:0009047].
744,morphology-embryo,plant embryo cotyledon color,Plant Trait Ontology,TO:0000980,TO_0000980,TO_0000980,plant embryo cotyledon color [TO:0000980],http://purl.obolibrary.org/obo/TO_0000980,http://purl.obolibrary.org/obo/,obo,A plant embryo cotyledon morphology trait [TO:0000775] which is the color of the plant embryo cotyledon [PO:0025470].
442,morphology - reproduction,androecium morphology trait,Plant Trait Ontology,TO:0000994,TO_0000994,TO_0000994,androecium morphology trait [TO:0000994],http://purl.obolibrary.org/obo/TO_0000994,http://purl.obolibrary.org/obo/,obo,A collective phyllome structure morphology trait [TO:0000845] that is a quality of the androecium [PO:0009061].
658,morphology-leaf,"leaf dry weight, leaf dry mass",Plant Trait Ontology,TO:0001014,TO_0001014,TO_0001014,"leaf dry weight, leaf dry mass [TO:0001014]",http://purl.obolibrary.org/obo/TO_0001014,http://purl.obolibrary.org/obo/,obo,A leaf weight trait [TO:0000505] which is the dry weight of a leaf [PO:0025034].
370,physiology,photosynthetic rate,Plant Trait Ontology,TO:0001015,TO_0001015,TO_0001015,photosynthetic rate [TO:0001015],http://purl.obolibrary.org/obo/TO_0001015,http://purl.obolibrary.org/obo/,obo,The total amount of carbon fixed by the plant per unit time and is measured by determining the changes in CO2 concentration over a plant leaf in a glass enclosure.
410,physiology,water use efficiency,Plant Trait Ontology,TO:0001017,TO_0001017,TO_0001017,water use efficiency [TO:0001017],http://purl.obolibrary.org/obo/TO_0001017,http://purl.obolibrary.org/obo/,obo,As determined by the ratio of photosynthetic rate to transpiration rate.
412,physiology,osmotic adjustment break point,Plant Trait Ontology,TO:0001028,TO_0001028,TO_0001028,osmotic adjustment break point [TO:0001028],http://purl.obolibrary.org/obo/TO_0001028,http://purl.obolibrary.org/obo/,obo,Break point of leaf water potential in the regression of leaf water potential against leaf relative water content.
736,morphology - root,root system depth,Plant Trait Ontology,TO:0001058,TO_0001058,TO_0001058,root system depth [TO:0001058],http://purl.obolibrary.org/obo/TO_0001058,http://purl.obolibrary.org/obo/,obo,A root system morphology trait [TO:0000985] which is the depth of the root system [PO:0025025].
548,phenology,flowering time trait,Plant Trait Ontology,TO:0002616,TO_0002616,TO_0002616,flowering time trait [TO:0002616],http://purl.obolibrary.org/obo/TO_0002616,http://purl.obolibrary.org/obo/,obo,"Often influenced by the environment that includes, day light, temperature and geographic location. A plant phenological trait [TO:0000933] which is a quality of the timing of anthesis [flowering stage; PO:0007616]."
425,morphology - reproduction,fruit color,Plant Trait Ontology,TO:0002617,TO_0002617,TO_0002617,fruit color [TO:0002617],http://purl.obolibrary.org/obo/TO_0002617,http://purl.obolibrary.org/obo/,obo,"A fruit morphology trait [TO:0002617] which is the color of a fruit [PO:0009001]. Refer to color PATO:0000014: A composite chromatic quality composed of hue, saturation and intensity parts."
