identifier,label,description,trait_name
root_system_classification_type_vii,type_vii,"Adventitious roots that are in one group and arise on a short horizontal, or vertical, axis of the shoot. They are fibrous or fleshly; mesophytic and hydrophytic.",root_system_classification
root_system_classification_type_viii,type_viii,"Adventitious roots that are in one group and are fibrous and fleshy, or fibrous and thick. The fibrous adventitious roots are absorbing-anchoring roots and are usually with laterals to the second order; meophytic.",root_system_classification
root_system_classification_type_ix,type_ix,"Adventitious roots that arise on the aerial stem and branches of some herbaceous taxa, shrubs, and trees; on creepers, vines, and runners; and on subterranean rhizomes and stolons.",root_system_classification
root_structure_arbuscular_mycorrhizal,arbuscular_mycorrhizal,"Symbiosis in which the mycorrhizal fungi does penetrate the cortex cells of the plant roots and its hyphae form arbuscules and vesicles inside the plant root; endomycorrhizal, AM, VAM.",root_structure
root_structure_carnivorous,carnivorous,Plant has non-mycorrhizal carnivorous root.,root_structure
root_structure_cluster_roots,cluster_roots,Non-proteoid taxa with cluster roots.,root_structure
root_structure_coiling_vam,coiling_vam,Associations that spread predominantly by intracellular hyphal coils within roots.,root_structure
root_structure_dauciform_root,dauciform_root,A type of cluster root found in the family Cyperaceae.,root_structure
root_structure_ectomycorrhizal,ectomycorrhizal,Symbiosis in which the mycorrhizal fungi does not penetrate the cortex cells of the plant roots.,root_structure
root_structure_ericoid_mycorrhizal,ericoid_mycorrhizal,A form of arbuscular mycorrhizal relationship only found on plants in the order Ericales. The fungi's hyphae penetrate the plant root but do not form arbuscules.,root_structure
root_structure_fine_roots,fine_roots,Particularly fine roots for nutrient uptake.,root_structure
root_structure_haustorium,haustorium,"A highly modified stem or root of a parasitic plant, such as mistletoe , or a specialized branch or tube originating from a hairlike filament (hypha) of a fungus. The haustorium penetrates the tissues of a host and absorbs nutrients and water.",root_structure
root_structure_hemiparasitic_root,hemiparasitic_root,Plant with a partially parasitic root.,root_structure
root_structure_long_root_hairs,long_root_hairs,Plant with specialised long root hairs.,root_structure
root_structure_mycorrhizal,mycorrhizal,Plant mycorrhizal but type not specified.,root_structure
root_structure_non_mycorrhizal,non_mycorrhizal,Plants lacking a mycorrhizal symbiont.,root_structure
root_structure_orchid_mycorrhizal,orchid_mycorrhizal,"A mycorrhizal relationship specific to orchid taxa, and for most orchids, essential for seedlings to establish.",root_structure
root_structure_parasitic_root,parasitic_root,Plant with a parasitic root.,root_structure
root_structure_proteoid_root,proteoid_root,"Also known as cluster roots, are plant roots that form clusters of closely spaced short lateral rootlets and aid in nutrient upake in nutrient-poor soils; common in members of the family Proteaceae but present in other families as well.",root_structure
root_structure_root_hairs,root_hairs,Plant with specialised root hairs.,root_structure
root_structure_sand-binding,sand-binding,"Persistent sheaths of sand that form around the roots of taxa in the families Restionaceae, Cyperaceae, Haemodoraceae, and Lomandraceae in western Australia. Assumed to function in nutrient uptake.",root_structure
root_structure_saprophyte,saprophyte,Plant that acquires nutrients from decaying biomass.,root_structure
root_structure_subepidermal_mycorrhizal,subepidermal_mycorrhizal,Mycorrhizae where hyphae grow in a cavity under epidermal cells. Only in the genus Thysanotus (family Laxmaniaceae).,root_structure
root_structure_unknown,unknown,Root structures unknown.,root_structure
plant_tolerance_salt_glycophyte,glycophyte,Plants that cannot survive even one tenth the salt concentration found in seawater.,plant_tolerance_salt
plant_tolerance_salt_halophyte,halophyte,Plants that complete their life cycle in a salty environment; many survive in seawater or even higher concentrations of salt.,plant_tolerance_salt
plant_tolerance_salt_halophyte_moderate,halophyte_moderate,Plant that is moderately tolerant of soil salinity/sodicity.,plant_tolerance_salt
plant_tolerance_salt_hydrohalophyte,hydrohalophyte,Tidal swamp or 'mangrove' and coastal lagoon elements and temperate-zone salt-marsh taxa are classed together.,plant_tolerance_salt
plant_tolerance_salt_salt_spray_tolerant,salt_spray_tolerant,Plant that is tolerant of salt spray (typically inhabiting near-coastal environments).,plant_tolerance_salt
plant_tolerance_salt_salinity_tolerance_undefined,salinity_tolerance_undefined,Plant's ability to tolerate salt is unknown.,plant_tolerance_salt
plant_tolerance_salt_xerohalophyte,xerohalophyte,Plants adapted to inland salt desert and saline habitats.,plant_tolerance_salt
seed_shape_comma-shaped,comma-shaped,"A seed displaying a single arc of curvature, such that it bilaterally symmetrical. (Synonyms, comma-shaped, falcate, sickle-shaped scimitar-shaped)",seed_shape
seed_shape_conical,conical,"Cone-shaped, with a broad flat base and narrow apex; turbinate refers to the inverse shape. (Synonyms, obconical, cone-shaped, turbinate, top-shaped)",seed_shape
seed_shape_cuneate,cuneate,A 3-dimensional shape that is wedge-shaped or boat-shaped.,seed_shape
seed_shape_cylindrical,cylindrical,"A cylinder, a shape with a flat top and bottom that are circular or elliptical in outline and are linked by a curved surface. (Synonyms, terete)",seed_shape
seed_shape_discoid,discoid,"A subset of cylinder, a shape with a flat, circular or elliptical top and bottom, linked by a curved surface, where the length of the curved surface is much shorter than the cross-section of the flat surfaces. (Synonyms, flat)",seed_shape
seed_shape_ellipsoid,ellipsoid,"A 3-dimensional shape that is elliptic in long section and circular in cross section; length:width ratio between 2:1 and 3:2. (Synonyms, obloid, oblong)",seed_shape
seed_shape_ellipsoid_flattened,ellipsoid_flattened,A 3-dimensional shape that is elliptic in long section and and laterally compressed/flattened such that it is non-circular in cross section; length:width ratio between 2:1 and 3:2.,seed_shape
seed_shape_fusiform,fusiform,"Spindle-shaped; A 3-dimension shape that is narrowly ellipsoid, circular in cross-section and tapering sharply toward both ends. (Synonyms, spindle-shaped)",seed_shape
seed_shape_globoid,globoid,"A 3-dimensional shape that is circular in both long section and cross section. (Synonyms, globose, globular, spherical)",seed_shape
seed_shape_globoid_flattened,globoid_flattened,A 3-dimensional shape that is circular in both long section and somewhat flattened such that it is non-circular in cross section.,seed_shape
seed_shape_hemispheric,hemispheric,"Half a sphere or globe, with a flat base, domed top, and circular in cross-section. (Synonyms, convex)",seed_shape
seed_shape_hemispheric_flattened,hemispheric_flattened,"A 3-dimensional shape that is a laterally compressed/flattened half-sphere or globe; shape has a flat base, a domed top, and is elliptical in cross-section.",seed_shape
seed_shape_lenticular,lenticular,Shaped like a biconvex lens and circular in cross section; shaped like a lentil.,seed_shape
seed_shape_orbicular,orbicular,A poorly defined term that remains in AusTraits only as a placeholder; it appears to be used as both globoid (spherical) and lenticular by different authors.,seed_shape
seed_shape_ovoid,ovoid,"A 3-dimensional shape that is egg-shaped in long section and circular in cross section. Term as used in AusTraits includes variants on egg-shaped including pyriform (pear-shaped) and obovoid (inversely egg-shaped) (Synonyms, pyriform, obovoid)",seed_shape
seed_shape_ovoid_elongated,ovoid_elongated,"A 3-dimensional shape that is egg-shaped in long section and circular in cross section, where the length dimension is much longer than the width/height dimensions. Term as used in AusTraits includes specific shapes club-shaped (clavate/obclavate) and tear-shaped (lachrimiform). (Synonyms, lachrimiform; tear-shaped; lachrymiform; clavate; obclavate; club-shaped)",seed_shape
seed_shape_ovoid_flattened,ovoid_flattened,A 3-dimensional shape that is egg-shaped in long section and laterally compressed/flattened such that is non-circular in cross section.,seed_shape
seed_shape_polyhedral,polyhedral,"A 3-dimensional shape with distinct, fairly flat faces and edges; includes prisms and tetrahedral shaped seeds. (Synonyms, rhomboid, prismatic, pyramidal, rectangular, square)",seed_shape
seed_shape_polyhedral_elongated,polyhedral_elongated,"A 3-dimensional shape with distinct, fairly flat faces and edges, where the length dimension is much longer than the width/height dimensions; includes elongate prisms and elongate tetrahedral shaped seeds.",seed_shape
seed_shape_polyhedral_inflated,polyhedral_inflated,A 3-dimensional shape with distinct faces and edges but the faces tend to bulge outwards.,seed_shape
seed_shape_reniform,reniform,"Having a cross-section that is roughly circular with a notch; strictly a kidney-shape but the definition applied here includes heart-shaped seeds and other seeds with a distinct notch. (Synonyms, cordiform, kidney-shaped, heart-shaped)",seed_shape
seed_shape_winged,winged,"A seed with wings. (Synonyms, samara)",seed_shape
seed_shape_sectoroid,sectoroid,"Shaped like an orange segment or wedge of a sphere. (Synonyms, wedge-shaped)",seed_shape
seed_shape_sinusoidal,sinusoidal,"A seed with two arcs of curvature or a single arc, such that it lacks an axis of symmetry. (Synonyms, sigmoidal)",seed_shape
seed_surface_hairs_glabrous,glabrous,Seed surface lacks trichomes or bristles.,seed_surface_hairs
seed_surface_hairs_hairs,hairs,Seed surface with trichomes or bristles.,seed_surface_hairs
seed_surface_hairs_hairs_branched,hairs_branched,"Seed surface with branched trichomes or bristles.(Synonyms, stellate, plumose)",seed_surface_hairs
seed_surface_hairs_hairs_simple,hairs_simple,"Seed surface with simple trichomes or bristles. (Synonyms, tomentose, velutinous, velvety, sericeous)",seed_surface_hairs
seed_surface_reflectivity_dull,dull,"Seed surface appears dull, indicating it has a low reflectivity.",seed_surface_reflectivity
seed_surface_reflectivity_shiny,shiny,"Seed surface appears shiny or glossy, indicating it has a high reflectivity. (Synonyms, glossy, lustrous, polished)",seed_surface_reflectivity
seed_surface_texture_bumpy,bumpy,"Seed surface covered with minute, rounded protuberances. (Synonyms, colliculate, verrucate, papillate, tuberculate, undulate)",seed_surface_texture
seed_surface_texture_grooved,grooved,Seed surface covered with grooves.,seed_surface_texture
seed_surface_texture_netted,netted,"Seed surface covered with raised, reticulate, interconnected ridges. (Synonyms, reticulate, honey-combed)",seed_surface_texture
seed_surface_texture_papery,papery,"Seed surface with a thin and papery texture. (Synonyms, chartaceous)",seed_surface_texture
seed_surface_texture_pitted,pitted,"Seed surface pitted. (Synonyms, foveolate, foveate, dimpled, punctate, lacunose)",seed_surface_texture
seed_surface_texture_ribbed,ribbed,"Seed surface with longitudinal raised ribs or ridges. (Synonyms, costate, carinate, lineate, fluted, striate, strigose, lineolate, scalariform, ridged)",seed_surface_texture
seed_surface_texture_rough,rough,"Seed surface rough with no organisation of markings, resembling sandpaper. (Synonyms, scabrous)",seed_surface_texture
seed_surface_texture_scaly,scaly,"Seed surface rough with loose scales differing in direction or not parallel in direction. (Synonyms, scurfy, squarrose)",seed_surface_texture
seed_surface_texture_smooth,smooth,"Seed surface smooth, lacking texture.",seed_surface_texture
seed_surface_texture_spiny,spiny,"Seed surface with spines. (Synonyms, echinulate)",seed_surface_texture
seed_surface_texture_wrinkled,wrinkled,"Seed surface with a wrinkled, rugose texture. (Synonyms, rugose, rugulose, bullate)",seed_surface_texture
seedbank_location_seedbank,seedbank,"A seedbank exists, but its locations is not specified.",seedbank_location
seedbank_location_canopy_seedbank,canopy_seedbank,"Seeds stored in the canopy, usually still within a woody cone.",seedbank_location
seedbank_location_soil_seedbank,soil_seedbank,Seeds stored in the soil.,seedbank_location
seedbank_location_canopy_seedbank_absent,canopy_seedbank_absent,Seed explicitly not stored in the canopy.,seedbank_location
seedbank_location_soil_seedbank_absent,soil_seedbank_absent,Seed explicitly not stored in the soil.,seedbank_location
seedbank_location_none,none,Seeds are not stored.,seedbank_location
seedbank_longevity_class_transient,transient,"Seed that survives in the seedbank until its first annual germination season, but not until its second annual germination season. Some transient seeds will germinate within weeks to months, while others may remain in the seedbank for slightly over a year, depending on how the annual recruitment season aligns with seed maturation. Transient seeds are non-dormant, remaining in the seedbank until environmental conditions are appropriate for germination.",seedbank_longevity_class
seedbank_longevity_class_persistent,persistent,Seed that survives in the seedbank until at least its second germination season.,seedbank_longevity_class
seedbank_longevity_class_short_persistent,short_persistent,"Seed that persists in the seedbank for approximately 1 to 5 years, although the time interval varies by study.",seedbank_longevity_class
seedbank_longevity_class_long_persistent,long_persistent,"Seed that persists in the seedbank for more than 5 years, although the time interval varies by study.",seedbank_longevity_class
seedbank_longevity_class_widely_dispersed,widely_dispersed,"Seed longevity not important, as seeds are widely dispersed and always available for germination.",seedbank_longevity_class
serotiny_not_serotinous,not_serotinous,Plant does not display serotiny.,serotiny
serotiny_serotinous,serotinous,"Plant serotinous, level not specified.",serotiny
serotiny_serotiny_low,serotiny_low,"Plant displays a high level of serotiny, indicating it releases most of its seeds gradually, with only a small proportion of the seeds retained as a canopy seedbank until an environmental cue triggers the release of the entire seedbank.",serotiny
serotiny_serotiny_moderate,serotiny_moderate,"Plant displays a high level of serotiny, indicating it releases some of its seeds gradually, with the remainder retained as a canopy seedbank until an environmental cue triggers the release of the entire seedbank.",serotiny
serotiny_serotiny_high,serotiny_high,"Plant displays a high level of serotiny, indicating all seeds are retained as a canopy seedbank until an environmental cue triggers their release.",serotiny
seedling_first_node_leaf_type_scale-like,scale-like,"The leaf at the first stem node above the epicotyl is scale-like, also referred to as a cataphyll.",seedling_first_node_leaf_type
seedling_first_node_leaf_type_leaf-like,leaf-like,The leaf at the first stem node above the epicotyl is leaf-like (broad).,seedling_first_node_leaf_type
seedling_first_node_leaf_count_single,single,There is a single leaf at the first stem node above the epicotyl.,seedling_first_node_leaf_count
seedling_first_node_leaf_count_paired,paired,There is a pair of leaves at the first stem node above the epicotyl.,seedling_first_node_leaf_count
plant_tolerance_snow_not_applicable,not_applicable,Taxa is virtually never confronted with snow in nature and the response is unknown.,plant_tolerance_snow
plant_tolerance_snow_intolerant,intolerant,Taxa is frost tender and known to be killed by any snow.,plant_tolerance_snow
plant_tolerance_snow_days,days,Taxa can tolerate being covered by snow for days (typically less than 1 week).,plant_tolerance_snow
plant_tolerance_snow_weeks,weeks,Taxa can tolerate being covered by snow for weeks (typically less than 1 month).,plant_tolerance_snow
plant_tolerance_snow_months,months,Taxa can tolerate being covered by snow for months.,plant_tolerance_snow
plant_physical_defence_structures_absent,absent,Plant that lacks a physical defence structure.,plant_physical_defence_structures
plant_physical_defence_structures_sharp_pointed_defence,sharp_pointed_defence,"Plant that has either spines, thorns, or prickles but the type of physical defence structure is not specified.",plant_physical_defence_structures
plant_physical_defence_structures_prickle,prickle,"A sharp-tipped outgrowth from the epidermis, bark or other plant organ that is explicitly not a spine (modified leaf) or thorn (modified stem).",plant_physical_defence_structures
plant_physical_defence_structures_pungent_leaf_apex,pungent_leaf_apex,A sharp-tipped leaf.,plant_physical_defence_structures
plant_physical_defence_structures_spine,spine,"A sharp-pointed structure, which is a modified leaf or leaf part, including petioles, midribs, secondary veins, leaflets, or stipules.",plant_physical_defence_structures
plant_physical_defence_structures_stinging_or_irritant_hairs,stinging_or_irritant_hairs,"Trichomes that sting or irritate, by injecting a toxin.",plant_physical_defence_structures
plant_physical_defence_structures_thorn,thorn,"A sharp-pointed, stiff, woody modified stem.",plant_physical_defence_structures
plant_spinescence_no_spines,no_spines,No spines. (level 0),plant_spinescence
plant_spinescence_low_density_soft_spines,low_density_soft_spines,Low or very local density of soft spines <5mm long; plant may sting or prickle when hit carelessly but not impart strong pain. (level 1),plant_spinescence
plant_spinescence_high_density_soft_spines,high_density_soft_spines,"High density of soft spines, intermediate density of spines of intermediate hardness, or low density of hard, sharp spines >5mm long; plant causes actual pain when hit carelessly. (level 2)",plant_spinescence
plant_spinescence_high_density_hard_spines_to_5mm,high_density_hard_spines_to_5mm,"Intermediate or high density of hard, sharp spines >5mm long; plant causes strong pain when hit carelessly. (level 3)",plant_spinescence
plant_spinescence_high_density_hard_spines_to_20mm,high_density_hard_spines_to_20mm,"Intermediate or high density of hard, sharp spines >20mm long; plant may cause significant wounds when hit carelessly. (level 4)",plant_spinescence
plant_spinescence_high_density_hard_spines_to_100mm,high_density_hard_spines_to_100mm,"Intermediate or high density of hard, sharp spines >100mm long; plant is dangerous to careless large mammals, including humans. (level 5)",plant_spinescence
leaf_stomatal_distribution_amphistomatic,amphistomatic,Leaves with stomata on both leaf surfaces.,leaf_stomatal_distribution
leaf_stomatal_distribution_amphistomatic_uneven,amphistomatic_uneven,Leaves with stomata on both leaf surfaces but more stomata on the lower leaf surface.,leaf_stomatal_distribution
leaf_stomatal_distribution_epistomatic,epistomatic,Leaves that only have stomata on the upper (adaxial) leaf surface.,leaf_stomatal_distribution
leaf_stomatal_distribution_hypostomatic,hypostomatic,Leaves that only have stomata on the lower (abaxial) leaf surface.,leaf_stomatal_distribution
leaf_stomatal_hairs_stomata_covered_with_dense_hairs,stomata_covered_with_dense_hairs,Stomata densely covered by hairs.,leaf_stomatal_hairs
leaf_stomatal_hairs_stomata_not_covered_by_hairs,stomata_not_covered_by_hairs,Stomata not hair-covered.,leaf_stomatal_hairs
root_system_type_tap_root_absent,tap_root_absent,Tap root not present.,root_system_type
root_system_type_tap_root_present,tap_root_present,Tap root present.,root_system_type
root_system_type_tap_root_sometimes_present,tap_root_sometimes_present,Tap root sometimes present.,root_system_type
vegetative_reproduction_ability_not_vegetative,not_vegetative,Plant taxa that regenerate and spread only by seed.,vegetative_reproduction_ability
vegetative_reproduction_ability_vegetative,vegetative,"Plant taxa that can regenerate and spread through the growth and division of vegetative material, not just from seed; examples include runners, rhizomes, and bulbs.",vegetative_reproduction_ability
vegetative_reproduction_ability_vegetative_obligate,vegetative_obligate,"Plant taxa that never (or very rarely) regenerate from seed, instead regenerating and spreading entirely through the growth and division of vegetative material.",vegetative_reproduction_ability
plant_tolerance_water_logged_soils_not_applicable,not_applicable,Taxa is not typically confronted with waterlogging and its response is unknown.,plant_tolerance_water_logged_soils
plant_tolerance_water_logged_soils_less_than_1_month,less_than_1_month,Taxa able to tolerate less than 1 month of waterlogging.,plant_tolerance_water_logged_soils
plant_tolerance_water_logged_soils_1-6_months,1-6_months,Taxa able to tolerate 1-6 months of waterlogging.,plant_tolerance_water_logged_soils
plant_tolerance_water_logged_soils_greater_than_6_months,greater_than_6_months,Taxa able to tolerate more than 6 months of waterlogging.,plant_tolerance_water_logged_soils
plant_tolerance_water_logged_soils_aquatic,aquatic,Taxa truly aquatic and able to be permanently inundated.,plant_tolerance_water_logged_soils
woodiness_herbaceous,herbaceous,Plant with non-lignified stems.,woodiness
woodiness_woody,woody,"Plant whose stems are stiff and lignified, including both stems that produce secondary xylem and those that produce only lignified primary tissues but are notably stiff and robust.",woodiness
woodiness_detailed_herbaceous,herbaceous,Plant with non-lignified stems.,woodiness_detailed
woodiness_detailed_woody,woody,Plant whose stems produce secondary xylem (true wood).,woodiness_detailed
woodiness_detailed_woody_base,woody_base,"Plant where secondary xylem (true wood) is present only at the base of stems. (Synonyms, suffrutescent)",woodiness_detailed
woodiness_detailed_woody_root,woody_root,Plant that has a woody rootstock but non-woody above-ground stems.,woodiness_detailed
woodiness_detailed_semi_woody,semi_woody,"Plant that forms stems considered only ""partially woody"", generally having lower lignin and cellulose contents and possibly not forming secondary xylem. These are generally short-lived, fast-growing stems. (Synonyms, green-stem shrub, soft shrub, soft wood)",woodiness_detailed
woodiness_detailed_woody_like_stem,woody_like_stem,"Taxa, including monocots and ferns, that produce thick, stiff, robust lignified stems but do not produce secondary xylem.",woodiness_detailed
woodiness_detailed_woody_like_inflorescence,woody_like_inflorescence,"Taxa, including monocots and ferns, that produce thick, stiff, robust lignified inflorescence shoots but are otherwise non-woody.",woodiness_detailed
