identifier,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_uom,category,created,modified,reviewed,deprecated_trait_name,constraints,structure,measured_characteristic,reviewers,references,keywords,exact_match,close_match,related_match,TOP_exact,TOP_close,TOP_related,TRY_exact,TRY_close,TRY_related,LEDA_exact,LEDA_close,LEDA_related,GIFT_exact,GIFT_close,GIFT_related,BIEN_exact,BIEN_close,BIEN_related,BROT_exact,BROT_close,BROT_related,PalmTraits_exact,PalmTraits_close
trait_0021018,leaf_specific_hydraulic_conductivity,Leaf specific hydraulic conductivity (Kl),"A stem [PO:0009047] water transport [GO:0006833] trait which is a measure of the rate [PATO:0000161] of water [CHEBI:15377] movement [NCIT:C37994] through a stem under a specific [NCIT:C38024] driving force [PATO:0001035] (water potential [EnvThes:22311] gradient [NCIT:C70693]), normalised to the branches' leaf [PO:0025034] area [PATO:0001323] and accounting for the path (stem) length [PATO:0000122]. It is calculated as the ratio of the water flow rate (kg/s) to the water potential gradient across the stem segment (MPa), divided by the total leaf area (1/m2), then multiplied by the stem length (m).","Kl; Measure of the efficiency of water flow through a stem segment, normalised to the total leaf area distil to the stem segment.  It is calculated as the ratio of the water flow rate (kg/s) to the water potential gradient across the stem segment (MPa), divided by the total leaf area (1/m2), then multiplied by the stem length (m).","This trait is a variant of sapwood specific conductivity normalised to leaf area, usually by multiple Ks (sapwood specific conductivity) by Huber value. It is not a measure of conductivity through a leaf.",https://w3id.org/APD,STATO_0000251,0.1,500,10^4.kg/m/MPa/s,thousand kilogram per metre megapascal second,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047; PO_0025034,PATO_0001585; EnvThes:22003; PATO_0001470; PATO_0000161; PATO_0001035; PATO_0001029,Timothy Brodribb; Brendan Choat,Choat 2010,GO_0006833; CHEBI_15377; EnvThes:22311; NCIT_C70693; EnvThes:22133; TO_0000131; TO_0000237,,,,,,,Leaf area-specific conductivity (leaf specific conductivity) [TRY:928] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0021021,root_hydraulic_conductivity,Root hydraulic conductivity (Kh),"A root [PO:0009005] water transport [GO:0006833] trait which is a measure of the rate [PATO:0000161] of water [CHEBI:15377] movement [NCIT:C37994] through a root under a specific [NCIT:C38024] driving force [PATO:0001035] (water potential [EnvThes:22311] gradient [NCIT:C70693]), accounting for the root length [PATO:0000122]. It is calculated as the ratio [PATO:0001470] of the water flow [NCIT:C41141] rate through the root segment (kg/s) to the water potential gradient across the root segment (MPa), multiplied by the path length measured (m).","Kh; Measure of the efficiency of water flow through a root segment. It is calculated as the ratio of the water flow rate (kg/s) to the water potential gradient (MPa) across the root segment, multiplied by the root length (m).","This trait should not be confused with hydraulic conductance (kh),  which is the ratio of water flow flow rate to the water potential gradient across the root segment, but IS NOT normalised to the path length and has units kg/MPa/s.",https://w3id.org/APD,STATO_0000251,0.01,2000,10^6.kg.m/MPa/s,million kilogram metre per megapascal second,trait_group_0021002,20/05/2023,05/02/2024,31/05/2023,,,PO_0009005,PATO_0001585; EnvThes:22003; PATO_0001470; PATO_0000161; PATO_0001029,Timothy Brodribb; Brendan Choat,Choat 2010,GO_0006833; CHEBI_15377; EnvThes:22311; NCIT_C70693; EnvThes:22133; PO_0004513; TO_0000237,,,,,,,,Branch hydraulic conductance [TRY:3392] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,
trait_0021022,root_specific_hydraulic_conductivity,Root specific hydraulic conductivity,"A root [PO:0009005] water transport [GO:0006833] trait which is a measure of the rate [PATO:0000161] of water [CHEBI:15377] movement [NCIT:C37994] through a root under a specific [NCIT:C38024] driving force [PATO:0001035] (water potential [EnvThes:22311] gradient [NCIT:C70693]), normalised to the diameter [PATO:0001334] of water transport tissues [CARO:0000043] and accounting for the root length [PATO:0000122]. It is calculated as the ratio [PATO:0001470] of the water flow [NCIT:C41141] rate through the root segment (kg/s) to the water potential gradient across the root segment (MPa), divided by the root [PO:0004513] cross-sectional [NCIT:C63795] area [PATO:0001323] (m2), then multiplied by the path length measured (m).","Measure of the efficiency of water flow through a root segment normalised to the root cross-sectional area across which the flow is measured. It is calculated as the ratio of the water flow rate (kg/s) to the water potential gradient across the root segment (MPa), divided by the root cross sectional area (1/m2), then multiplied by the root length (m).",,https://w3id.org/APD,STATO_0000251,0.01,500,kg/m/MPa/s,kilogram per metre megapascal second,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009005,PATO_0001585; EnvThes:22004; PATO_0001470; PATO_0000161; PATO_0001035; PATO_0001029,Timothy Brodribb; Brendan Choat,Choat 2010,GO_0006833; CHEBI_15377; EnvThes:22311; NCIT_C70693; EnvThes:22133; PO_0004513; TO_0000237,,,,,,,,,,,,,,,,,,,,,,,
trait_0021030,water_potential_predawn,Pre-dawn water potential,"The shoot system [PO:0009006] water potential [EnvThes:22311] just before sunrise, a proxy for soil water potential [EnvThes:22283] and representing the plant's daily maximum [NCIT:C25564] (least negative) water potential.","The water potential of a plant's shoot system just before sunrise, a proxy for soil water potential and the plant's highest (least negative) water potential for the day.","Predawn water potential is often assumed to equal the soil water potential, but the plant's water potential does not necessarily equilibrate with soil water potential overnight. It is therefore better considered a ""proxy"" of soil water potential.",https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047; PO_0025034,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Pérez-Harguindeguy 2013,PO_0009006; EnvThes:22311; EnvThes:22283; TO_0000131; TO_0000237; Dawn,,,TO_0000131,,,,,,Leaf water & osmotic potential: leaf water potential [TRY:983] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,
trait_0021031,water_potential_midday,Midday water potential,The average water potential [EnvThes:22311] of a plant's leaf [PO:0025034] and shoot [PO:0009006] mesophyll [PO:0006070] tissue [CARO:0000043] during maximum midday transpiration [ENVO:02500035] and assumed to be the plant's daily minimum [NCIT:C25570] water potential.,"The water potential of a plant's leaf or shoot photosynthetic tissue during maximum midday transpiration, the time of day when the plant is most water stressed and has the lowest (most negative) water potential.",,https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047; PO_0025034,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Pérez-Harguindeguy 2013,PO_0009006; EnvThes:22311; TO_0000131; TO_0000237; TO_0000276,,,TO_0000131,,,,,,Leaf water & osmotic potential: leaf water potential [TRY:983] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,
trait_0021032,stem_sapwood_capacitance,Stem sapwood capacitance (C),The ratio  [PATO:0001470] of the change in stem [PO:0009047] tissue [CARO:0000043] water [CHEBI:15377] volume to the change in stem tissue water potential [EnvThes:22311].,The ratio of the change in stem tissue water volume to the change in stem tissue water potential.,,https://w3id.org/APD,STATO_0000251,0,700,kg{H20}/m3/MPa,kilogram per cubic metre megapascal,trait_group_0021002,22/05/2023,05/02/2024,14/06/2023,,,PO_0000003; PO_0009047,PATO_0002205,Timothy Brodribb; Brendan Choat,Scholz 2011,CHEBI_15377; PATO_0001620; TO_0000237; TO_0000701; IOBC:200906064703668091,,,,,,,,,,,,,,,,,,,,,,,
trait_0021033,leaf_capacitance,Leaf capacitance (Cleaf),The ratio  [PATO:0001470] of the change in leaf [PO:0025034] tissue [CARO:0000043] water [CHEBI:15377] volume to the change in leaf tissue water potential [EnvThes:22311].,The ratio of the change in leaf tissue water volume to the change in leaf tissue water potential.,This trait is derived from pressure-volume curves.,https://w3id.org/APD,STATO_0000251,0,70,1/MPa,per megapascal,trait_group_0021002,22/05/2023,05/02/2024,14/06/2023,,,PO_0025034,PATO_0002205,Timothy Brodribb; Brendan Choat,Scholz 2011,CHEBI_15377; PATO_0001620; TO_0000237; TO_0000701; IOBC:200906064703668091; glossary_40124,,,,,,,,,Leaf water capacitance [TRY:711] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,
trait_0021034,root_sapwood_capacitance,Root sapwood capacitance (C),The ratio  [PATO:0001470] of the change in root [PO:0009005] tissue [CARO:0000043] water [CHEBI:15377] volume to the change in root tissue water potential [EnvThes:22311].,The ratio of the change in root tissue water volume to the change in root tissue water potential.,,https://w3id.org/APD,STATO_0000251,0,700,kg{H20}/m3/MPa,kilogram per cubic metre megapascal,trait_group_0021002,22/05/2023,05/02/2024,14/06/2023,,,PO_0009005,PATO_0002205,Timothy Brodribb; Brendan Choat,Scholz 2011,CHEBI_15377; PATO_0001620; TO_0000237; TO_0000701; IOBC:200906064703668091,,,,,,,,,,,,,,,,,,,,,,,
trait_0021050,leaf_hydraulic_vulnerability,"Leaf xylem pressure, 50% lost conductance (P50)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311])  in leaf [PO:0025034] xylem vessels [PO:0025417] at which the hydraulic conductance [EnvThes:22133] has declined by 50% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of leaf hydraulic vulnerability, which is the leaf xylem water pressure at which leaf hydraulic conductance has declined by 50% from the mean maximum rate of hydraulic conductance.",,https://w3id.org/APD,STATO_0000251,-40,0,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0025034; PO_0009047,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000131; TO_0000237; TO_0000276,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,
trait_0021051,stem_water_potential_12percent_lost_conductivity,"Stem xylem pressure, 12% lost conductivity (P12)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311])  in stem [PO:0009047] xylem vessels [PO:0025417] at which the hydraulic conductivity [EnvThes:22133] has declined by 12% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of stem hydraulic vulnerability, which is the stem xylem water pressure value at which stem hydraulic conductivity has declined by 12% from the mean maximum rate of hydraulic conductivity.",,https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/07/2021,03/06/2025,31/05/2023,water_potential_12percent_lost_conductivity,,PO_0009047; PO_0025034,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P88) [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0021052,stem_water_potential_50percent_lost_conductivity,"Stem xylem pressure, 50% lost conductivity (P50)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311])  in stem [PO:0009047] xylem vessels [PO:0025417] at which the hydraulic conductivity [EnvThes:22133] has declined by 50% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of stem hydraulic vulnerability, which is the stem xylem water pressure value at which stem hydraulic conductivity has declined by 50% from the mean maximum rate of hydraulic conductivity.",,https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/07/2021,03/06/2025,31/05/2023,water_potential_50percent_lost_conductivity,,PO_0009047; PO_0025034,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,CO_357:0000454,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P88) [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0021053,stem_water_potential_88percent_lost_conductivity,"Stem xylem pressure, 88% lost conductivity (P88)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311])  in stem [PO:0009047] xylem vessels [PO:0025417] at which the hydraulic conductivity [EnvThes:22133] has declined by 88% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of stem hydraulic vulnerability, which is the stem xylem water pressure value at which stem hydraulic conductivity has declined by 88% from the mean maximum rate of hydraulic conductivity.",,https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/07/2021,03/06/2025,31/05/2023,water_potential_88percent_lost_conductivity,,PO_0009047; PO_0025034,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P88) [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0021054,hydraulic_safety_margin_50,"Hydraulic safety margin, 50%",The difference between the shoot water potential [EnvThes:22311] (tension [PATO:0002284] (water pressure) in  stem [PO:0009047] xylem vessels [PO:0025417]) at which the mean turgor pressure [TO:0000701] of cells [CL:0000000] drops to zero and the water potential at which the hydraulic conductivity [EnvThes:22133] has declined by 50% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,The difference between the stem water potential at turgor loss and the water potential at which 50% of conductivity is lost.,Alternative definitions for this trait include 1) the difference between the minimum (most negative) observed stem water potential and the water potential at which 50% of conductivity is lost; and 2) the difference between the stem water potential at stomatal closure and the water potential at which 50% of conductivity is lost. If data mapped to this trait use one of these alternate definitions it should be clearly stated in the methods or added as a method context property.,https://w3id.org/APD,STATO_0000251,-5,10,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,Resistance to xylem cavitation [BROT:19] (http://doi.org/10.1038/sdata.2018.135),,,,
trait_0021055,hydraulic_safety_margin_88,"Hydraulic safety margin, 88%",The difference between the shoot water potential [EnvThes:22311] (tension [PATO:0002284] (water pressure) in  stem [PO:0009047] xylem vessels [PO:0025417]) at which the mean turgor pressure [TO:0000701] of cells [CL:0000000] drops to zero  and the water potential at which the hydraulic conductivity [EnvThes:22133] has declined by 88% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,The difference between the stem water potential at turgor loss and the water potential at which 88% of conductivity is lost.,Alternative definitions for this trait include 1) the difference between the minimum (most negative) observed stem water potential and the water potential at which 88% of conductivity is lost; and 2) the difference between the stem water potential at stomatal closure and the water potential at which 88% of conductivity is lost. If data mapped to this trait use one of these alternate definitions it should be clearly stated in the methods or added as a method context property.,https://w3id.org/APD,STATO_0000251,-5,10,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,Resistance to xylem cavitation [BROT:19] (http://doi.org/10.1038/sdata.2018.135),,,,
trait_0021056,leaf_turgor_loss_point,Leaf turgor loss point,"A parameter [STATO:0000034] calculated from a pressure-volume curve [APD:glossary/40124], which is the leaf water potential [EnvThes:22311] at which the mean turgor pressure [TO:0000701] of cells [CL:0000000] in the leaf/terminal shoot drops to zero. This is the point at which the plant wilts.",A parameter calculated from a pressure-volume curve which is the water potential at which the mean cell turgor pressure in the leaf/shoot declines to zero.,,https://w3id.org/APD,STATO_0000251,-5,0,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0025034,PATO_0002284; PATO_0001035; STATO_0000034,Timothy Brodribb; Brendan Choat,,EnvThes:22311; TO_0000701; TO_0000131; TO_0000237; glossary_40124; TO_0000276,TO_0001028; EnvThes:10362,,,,,,Leaf water & osmotic potential: leaf osmotic potential at turgor loss [TRY:189] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0021057,osmotic_potential,Osmotic potential,"In a plant tissue [CARO:0000043], the potential energy [ENVO:2000016] of water [CHEBI:15377] molecules to flow [NCIT:C41141] across a semi-permeable [PATO:0000982] membrane [GO:0016020] due to the differences in solute [SIO:010418] concentration [PATO:0000033] across the membrane, such that the osmotic potential becomes more negative as the solute concentration increases or the cell water content decreases. Osmotic potential is equal to negative osmotic pressure [EnvThes:21558] and is also referred to as solute potential.",The potential energy of water molecules to move across a semi-permeable membrane due to differences in solute concentration across the membrane; solute potential,,https://w3id.org/APD,STATO_0000251,-10,0,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047; PO_0025034,PATO_0001025; PATO_0001035,Timothy Brodribb; Brendan Choat,,ENVO_2000016; CHEBI_15377; SIO_010418; EnvThes:21558; TO_0000701; TO_0000237; TO_0000131,,,,,,,Leaf water & osmotic potential: leaf water potential [TRY:983] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0021058,osmotic_potential_at_full_turgor,Osmotic potential at full tugor,"A parameter [STATO:0000034] calculated from a pressure-volume curve [APD:glossary/40124], which is, for a shoot or leaf [PO:0025034], the osmotic potential (solute potential) when they are fully hydrated (relative water content = 100%). Osmotic potential is always negative and is the potential energy [ENVO:2000016] of water [CHEBI:15377] molecules to flow [NCIT:C41141] across a semi-permeable [PATO:0000982] membrane [GO:0016020] due to the differences in solute [SIO:010418] concentration [PATO:0000033] across the membrane.",A parameter calculated from a pressure-volume curve which is the osmotic potential (solute potential) in leaf cells at full turgor (when relative water content = 100%). Osmotic potential is the energy of water molecules to move across a semi-permeable membrane due to differences in solute concentration across a membrane and is least negative (largest) when plants are at full turgor.,,https://w3id.org/APD,STATO_0000251,-10,-0.1,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047; PO_0025034,PATO_0001025; PATO_0001035; STATO_0000034,Timothy Brodribb; Brendan Choat,Sack 2022,ENVO_2000016; CHEBI_15377; SIO_010418; EnvThes:21558; TO_0000701; TO_0000237; glossary_40124; TO_0000131; TO_0000276,,,,,,,Leaf water & osmotic potential: leaf osmotic potential at full turgor [TRY:188] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0021059,bulk_modulus_of_elasticity,Bulk modulus of elasticity (e),"A parameter [STATO:0000034] calculated from a pressure-volume curve [APD:glossary/40124], which is, for a shoot or leaf [PO:0025034], the ratio [PATO:0001470] of the change in cell [CL:0000000] turgor potential (negative turgor pressure [TO:0000701]) over the relative change in cell volume (change in volume/initial volume). It is an estimation of cell wall [GO:0009505] rigidity.",A parameter calculated from a pressure-volume curve which indicates the elasticity or rigidity of cells in leaves. It is the ratio of the change in cell turgor potential to the change in relative cell volume (change in volume/initial volume).,,https://w3id.org/APD,STATO_0000251,0.1,100,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0009047; PO_0025034,PATO_0001025; PATO_0001035; PATO_0000918; PATO_0001470; STATO_0000034,Timothy Brodribb; Brendan Choat,Sack 2022,CL_0000000; TO_0000701; GO_0009505; TO_0000237; glossary_40124; ModulusOfElasticity; TO_0000276,,,TO_0000507,,,,Leaf elastic modulus [TRY:190] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0021060,leaf_relative_water_content_predawn,Leaf relative water content predawn,The ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in a fresh [EnvThes:21976] leaf [PO:0025034] harvested pre-dawn [SWEET:reprTimeDay/Dawn] to the mass of water in a leaf at full hydration (saturated [NCIT:C61427]; relative water content = 100%).,Ratio of the mass of water in a fresh leaf collected pre-dawn to the mass of water in a fully saturated leaf. A fully saturated leaf is one which has been rehydrated to hold the maximum amount of water and is considered to have a relative water content of 100%.,,https://w3id.org/APD,STATO_0000251,0.1,1.4,g/g,gram per gram,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470; STATO_0000300,Timothy Brodribb; Brendan Choat,,CHEBI_15377; Dawn; TO_0000237; IOBC:200906064703668091; glossary_40050,,CO_357:0000519; TO_0000136,,,,Leaf relative water content [TOP47] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,
trait_0021061,leaf_relative_water_content_at_turgor_loss_point,Leaf relative water content at turgor loss point,"A parameter [STATO:0000034] calculated from a pressure-volume curve [APD:glossary/40124], which is, for a leaf [PO:0025034], the ratio [PATO:0001470] of the mass [PATO:0000125] of water [CHEBI:15377] in the leaf at the turgor [PATO:0001620] loss point to the mass of water in the leaf at full hydration (saturated [NCIT:C61427]; relative water content = 100%).",Ratio of the mass of water in leaf at the point the leaf cells lose turgor to the mass of water in a fully saturated leaf. A fully saturated leaf is one which has been rehydrated to hold the maximum amount of water and is considered to have a relative water content of 100%. The plant's turgor loss point is calculated from a pressure-volume curve.,,https://w3id.org/APD,STATO_0000251,0.1,1,g/g,gram per gram,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0025034,PATO_0000125; ECSO_00000619; PATO_0001470; STATO_0000300; STATO_0000034,Timothy Brodribb; Brendan Choat,Sack 2022,CHEBI_15377; PATO_0001620; TO_0000237; TO_0000701; IOBC:200906064703668091; glossary_40124; TO_0000276; glossary_40050,,CO_357:0000519; TO_0000136,,,,Leaf relative water content [TOP47] (https://top-thesaurus.org/index),,,,,,,,,,,,,,,,,
trait_0021062,root_water_potential_50percent_lost_conductivity,"Root xylem pressure, 50% lost conductivity (P50)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311]) in root [PO:0009005] xylem vessels [PO:0025417] at which the hydraulic conductivity [EnvThes:22133] has declined by 50% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of root hydraulic vulnerability, which is the root xylem water pressure value at which root hydraulic conductivity has declined by 50% from the mean maximum rate of hydraulic conductivity.",,https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/06/2023,05/02/2024,14/06/2023,,,PO_0009005,PATO_0002284; PATO_0001035,Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0021063,root_water_potential_12percent_lost_conductivity,"Root xylem pressure, 12% lost conductivity (P12)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311]) in root [PO:0009005] xylem vessels [PO:0025417] at which the hydraulic conductivity [EnvThes:22133] has declined by 12% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of root hydraulic vulnerability, which is the root xylem water pressure value at which root hydraulic conductivity has declined by 12% from the mean maximum rate of hydraulic conductivity.",,https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/06/2023,05/02/2024,14/06/2023,,,PO_0009005,PATO_0002284; PATO_0001035,Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0021064,root_water_potential_88percent_lost_conductivity,"Root xylem pressure, 88% lost conductivity (P88)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311]) in root [PO:0009005] xylem vessels [PO:0025417] at which the hydraulic conductivity [EnvThes:22133] has declined by 88% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of root hydraulic vulnerability, which is the root xylem water pressure value at which root hydraulic conductivity has declined by 88% from the mean maximum rate of hydraulic conductivity.",,https://w3id.org/APD,STATO_0000251,-20,0,MPa,megapascal,trait_group_0021002,14/06/2023,05/02/2024,14/06/2023,,,PO_0009005,PATO_0002284; PATO_0001035,Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000237; TO_0000276,,,,,,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,
trait_0021065,leaf_water_potential_12percent_lost_conductivity,"Leaf xylem pressure, 12% lost conductance (P12)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311])  in leaf [PO:0025034] xylem vessels [PO:0025417] at which the hydraulic conductance [EnvThes:22133] has declined by 12% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of leaf hydraulic vulnerability, which is the leaf xylem water pressure at which leaf hydraulic conductance has declined by 12% from the mean maximum rate of hydraulic conductance.",,https://w3id.org/APD,STATO_0000251,-40,0,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0025034; PO_0009047,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000131; TO_0000237; TO_0000276,,,TO_0000131,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,
trait_0021066,leaf_water_potential_88percent_lost_conductivity,"Leaf xylem pressure, 88% lost conductance (P88)",The tension [PATO:0002284] (water pressure) (water potential [EnvThes:22311])  in leaf [PO:0025034] xylem vessels [PO:0025417] at which the hydraulic conductance [EnvThes:22133] has declined by 88% from the mean maximum [NCIT:C25564] rate [PATO:0000161].,"A measure of leaf hydraulic vulnerability, which is the leaf xylem water pressure at which leaf hydraulic conductance has declined by 88% from the mean maximum rate of hydraulic conductance.",,https://w3id.org/APD,STATO_0000251,-40,0,MPa,megapascal,trait_group_0021002,14/07/2021,05/02/2024,31/05/2023,,,PO_0025034; PO_0009047,PATO_0002284; PATO_0001035,Timothy Brodribb; Brendan Choat,Cochard 2010; Venturas 2017,EnvThes:22311; PO_0005352; EnvThes:22133; TO_0000131; TO_0000237; TO_0000276,,,TO_0000131,,,,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8 [TRY:719] (https://www.try-db.org/de/de.php)",,,,,,,,,,,,,,,,
