traitID,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_UCUM,units_uom,category,category2,category3,category4,created,modified,deprecated_trait_name,constraints,plant_structure_1,plant_structure_2,plant_structure_3,plant_structure_4,measurement_char_1,measurement_char_2,measurement_char_3,measurement_char_4,measurement_char_5,reviewers,reviewer01,reviewer02,reviewer03,reviewer04,reviewer05,reviewer06,reviewer07,reviewer08,reviewer09,reviewer10,references,ref1,ref2,ref3,ref4,ref5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,exact_TOP_verbal,close_TOP_verbal,related_TOP,related_TOP2,exact_other1,close_other1,close_other2,related_other,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,traitID_code,type_x,trait_category_encoded_x,plant_structure_x,keywords_x,measured_characteristic_x,exact_TOP_verb_x,exact_other1_x,close_TOP_verbal_x,close_other1_verbal_x,close_other2_verbal_x,traitID_x
0000030,leaf_K_per_dry_mass,Leaf potassium (K) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.1,100,mg/g,mg/g,milligram per gram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26216,PO_0020049,PO_0020039,TO_0001014,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP464,NA,NA,NA,NA,NA,NA,NA,Leaf potassium (K) content per leaf dry mass [TRY:44] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000030,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],potassium atom [CHEBI:26216]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf potassium content per leaf dry mass [TOP:464],,,,,0000030
0000032,leaf_Mg_per_dry_mass,Leaf magnesium (Mg) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.01,10000,mg/g,mg/g,milligram per gram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25107,PO_0020049,PO_0020039,TO_0001014,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP457,NA,NA,NA,NA,NA,NA,NA,Leaf magnesium (Mg) content per leaf dry mass [TRY:257] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000032,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],magnesium atom [CHEBI:25107]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf magnesium content per leaf dry mass [TOP:457],,,,,0000032
0000034,leaf_Mn_per_dry_mass,Leaf manganese (Mn) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of manganese [CHEBI:18291] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,1,20000,mg/kg,mg/kg,milligram per kilogram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_18291,PO_0020049,PO_0020039,TO_0001014,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP458,NA,NA,NA,NA,NA,NA,NA,Leaf manganese (Mn) content per leaf dry mass [TRY:258] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000034,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],manganese atom [CHEBI:18291]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf manganese content per leaf dry mass [TOP:458],,,,,0000034
0000036,leaf_Mo_per_dry_mass,Leaf molybdenum (Mo) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of molybdenum [CHEBI:28685] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0,100,mg/kg,mg/kg,milligram per kilogram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28685,PO_0020049,PO_0020039,TO_0001014,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP459,NA,NA,NA,NA,NA,NA,NA,Leaf molybdenum (Mo) content per leaf dry mass [TRY:259] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000036,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],molybdenum atom [CHEBI:28685]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf molybdenum content per leaf dry mass [TOP:459],,,,,0000036
0000037,leaf_N_per_area,Leaf nitrogen (N) content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf area [TO:0000540].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.15,50,g/m2,g/m2,gram per square metre,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,22003,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25555,PO_0020049,PO_0020039,TO_0000540,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP481,NA,NA,NA,NA,NA,NA,NA,Leaf nitrogen (N) content per leaf area [TRY:50] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000037,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],nitrogen atom [CHEBI:25555]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; per unit area [EnvThes:22003]; ratio, proportion [PATO:0001470]", leaf nitrogen content per leaf area [TOP:481],,,,,0000037
0000038,leaf_N_per_dry_mass,Leaf nitrogen (N) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.5,100,mg/g,mg/g,milligram per gram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25555,PO_0020049,PO_0020039,TO_0001014,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP462,NA,NA,NA,NA,NA,NA,NA,Leaf nitrogen (N) content per leaf dry mass [TRY:14] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000038,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],nitrogen atom [CHEBI:25555]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf nitrogen content per leaf dry mass [TOP:462],,,,,0000038
0000040,leaf_Na_per_dry_mass,Leaf sodium (Na) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,1,20000,mg/kg,mg/kg,milligram per kilogram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26708,PO_0020049,PO_0020039,TO_0001014,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP460,NA,NA,NA,NA,NA,NA,NA,Leaf sodium (Na) content per leaf dry mass [TRY:260] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000040,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],sodium atom [CHEBI:26708]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf sodium content per leaf dry mass [TOP:460],,,,,0000040
0000042,leaf_Ni_per_dry_mass,Leaf nickel (Ni) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nickel [CHEBI:28112] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.1,100,mg/kg,mg/kg,milligram per kilogram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28112,PO_0020049,PO_0020039,TO_0001014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP461,NA,NA,NA,NA,NA,NA,NA,Leaf nickel (Ni) content per leaf dry mass [TRY:261] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000042,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],nickel atom [CHEBI:28112],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf nickel content per leaf dry mass [TOP:461],,,,,0000042
0000043,leaf_P_per_area,Leaf phosphorus (P) content per unit leaf area,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf area [TO:0000540].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.005,1.2,g/m2,g/m2,gram per square metre,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,22003,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28659,PO_0020049,PO_0020039,TO_0000540,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP482,NA,NA,NA,NA,NA,NA,NA,Leaf phosphorus (P) content per leaf area [TRY:51] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000043,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],phosphorus atom [CHEBI:28659]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; per unit area [EnvThes:22003]; ratio, proportion [PATO:0001470]", leaf phosphorus content per leaf area [TOP:482],,,,,0000043
0000044,leaf_P_per_dry_mass,Leaf phosphorus (P) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.03,12,mg/g,mg/g,milligram per gram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28659,PO_0020049,PO_0020039,TO_0001014,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP463,NA,NA,NA,NA,NA,NA,NA,Leaf phosphorus (P) content per leaf dry mass [TRY:15] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000044,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],phosphorus atom [CHEBI:28659]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf phosphorus content per leaf dry mass [TOP:463],,,,,0000044
0000046,leaf_S_per_dry_mass,Leaf sulphur (S) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of sulfur [CHEBI:26833] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,50,50000,mg/kg,mg/kg,milligram per kilogram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26833,PO_0020049,PO_0020039,TO_0001014,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP466,NA,NA,NA,NA,NA,NA,NA,Leaf sulfur (S) content per leaf dry mass [TRY:262] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000046,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],sulfur atom [CHEBI:26833]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf sulfur content per leaf dry mass [TOP:466],,,,,0000046
0000048,leaf_Se_per_dry_mass,Leaf selenium (Se) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of selenium [CHEBI:27568] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.01,100,ppm,ppm,parts per million,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_27568,PO_0020049,PO_0020039,TO_0001014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf selenium (Se) content per leaf dry mass [TRY:263] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000048,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],selenium atom [CHEBI:27568],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]",,,,,,0000048
0000050,leaf_Si_per_dry_mass,Leaf silicon (Si) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of silicon [CHEBI:27573] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.01,100,g/kg,g/kg,gram per kilogram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_27573,PO_0020049,PO_0020039,TO_0001014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP465,NA,NA,NA,NA,NA,NA,NA,Leaf silicon (Si) content per leaf dry mass [TRY:264] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000050,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],silicon atom [CHEBI:27573],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf silicon content per leaf dry mass [TOP:465],,,,,0000050
0000052,leaf_Zn_per_dry_mass,Leaf zinc (Zn) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of zinc [CHEBI:27363] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.1,1000,mg/kg,mg/kg,milligram per kilogram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_27363,PO_0020049,PO_0020039,TO_0001014,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP467,NA,NA,NA,NA,NA,NA,NA,Leaf zinc (Zn) content per leaf dry mass [TRY:268] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000052,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],zinc atom [CHEBI:27363]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", leaf zinc content per leaf dry mass [TOP:467],,,,,0000052
0000090,leaf_CN_ratio,Leaf carbon to nitrogen ratio  (C/N),The ratio [PATO:0001470] of the mass [PATO:0000125] of carbon [CHEBI:27594] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to the mass of nitrogen [CHEBI:25555] in the leaf.,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,10,1000,g/g,g/g,gram per gram,live leaf mineral and ion content trait,,,,2021-07-14,,,none,PO_0025034,NA,NA,NA,PATO_0000125,STATO_0000300,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_27594,PO_0020049,PO_0020039,CHEBI_25555,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf carbon/nitrogen (C/N) ratio [TRY:146] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000090,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],carbon atom [CHEBI:27594]; nitrogen atom [CHEBI:25555]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; dimensionless ratio [STATO:0000300]; ratio, proportion [PATO:0001470]",,,,,,0000090
0000091,leaf_NP_ratio,Leaf nitrogen to phosphorus ratio (N/P) per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in a leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to the mass of phosphorus [CHEBI:28659] in the leaf.,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,1,100,g/g,g/g,gram per gram,live leaf mineral and ion content trait,,,,2021-07-14,,N_to_P_ratio,,PO_0025034,NA,NA,NA,PATO_0000125,STATO_0000300,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25555,PO_0020049,PO_0020039,CHEBI_28659,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf nitrogen/phosphorus (N/P) ratio [TRY:56] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000091,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; live leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],nitrogen atom [CHEBI:25555]; phosphorus atom [CHEBI:28659]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; dimensionless ratio [STATO:0000300]; ratio, proportion [PATO:0001470]",,,,,,0000091
0000112,leaf_senesced_Al_per_dry_mass,Senesced leaf aluminium (Al) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of aluminium [CHEBI:28984] in a senescent [PATO:0001487] leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.01,10,mg/g,mg/g,milligram per gram,senesced leaf mineral and ion content trait,,,,2021-07-14,,senesced_leaf_Al_per_dry_mass,,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28984,PATO_0001487,PO_0020049,PO_0020039,TO_0001014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP583,NA,NA,NA,NA,NA,NA,NA,Litter aluminium (Al ) content per litter dry mass [TRY:987] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000112,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; senesced leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],aluminium atom [CHEBI:28984]; senescent [PATO:0001487],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", litter aluminium content per litter dry mass [TOP:583],,,,,0000112
0000114,leaf_senesced_B_per_dry_mass,Senesced leaf boron (B) content per unit leaf dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of boron [CHEBI:27560] in a senescent [PATO:0001487] leaf [PO:0025034] (or leaflet [PO:0020049] or leaf lamina [PO:0020039]) to the senescent leaf dry mass [TO:0001014].,,"Includes measurements on leaf analogs, including cladodes and phylloclades.",https://github.com/traitecoevo/APD,STATO_0000251,0.001,10,mg/g,mg/g,milligram per gram,senesced leaf mineral and ion content trait,,,,2021-07-14,,senesced_leaf_B_per_dry_mass,,PO_0025034,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_27560,PATO_0001487,PO_0020049,PO_0020039,TO_0001014,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP584,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0000114,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; leaf mineral and ion content trait [AusTraits]; senesced leaf mineral and ion content trait [AusTraits],leaf [PO:0025034],boron atom [CHEBI:27560]; micronutrient [CHEBI:27027]; senescent [PATO:0001487],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]",litter boron content per litter dry mass [TOP:584],,,,,0000114
